Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
18/10/2009,18:22:00,1.954,0.184,238.400,8.200,0.000,0.000,18.0
18/10/2009,18:23:00,1.930,0.180,236.860,8.200,0.000,0.000,18.0
18/10/2009,18:24:00,1.916,0.178,235.980,8.000,0.000,0.000,18.0
18/10/2009,18:25:00,1.926,0.180,236.760,8.000,0.000,0.000,18.0
18/10/2009,18:26:00,1.924,0.180,236.560,8.000,0.000,0.000,17.0
18/10/2009,18:27:00,2.618,0.208,235.950,12.000,9.000,0.000,18.0
18/10/2009,18:28:00,4.174,0.268,234.410,17.800,37.000,0.000,18.0
18/10/2009,18:29:00,4.118,0.264,233.970,17.600,38.000,0.000,17.0
18/10/2009,18:30:00,4.278,0.376,235.900,18.200,37.000,0.000,18.0
18/10/2009,18:31:00,4.252,0.390,234.770,18.000,38.000,0.000,17.0
18/10/2009,18:32:00,4.226,0.386,234.160,18.000,37.000,0.000,18.0
18/10/2009,18:33:00,4.240,0.388,234.740,18.000,37.000,0.000,17.0
18/10/2009,18:34:00,4.256,0.390,235.220,18.000,37.000,0.000,18.0
18/10/2009,18:35:00,4.254,0.390,235.270,18.000,38.000,0.000,17.0
18/10/2009,18:36:00,4.264,0.390,235.650,18.000,38.000,0.000,18.0
18/10/2009,18:37:00,4.446,0.386,235.030,19.000,37.000,0.000,17.0
18/10/2009,18:38:00,4.580,0.380,234.240,19.600,37.000,0.000,18.0
18/10/2009,18:39:00,4.522,0.368,235.840,19.200,38.000,0.000,18.0
18/10/2009,18:40:00,2.336,0.318,240.010,9.800,3.000,0.000,18.0
18/10/2009,18:41:00,2.272,0.318,239.490,9.600,1.000,0.000,18.0
18/10/2009,18:42:00,4.180,0.298,237.360,17.800,32.000,0.000,18.0
18/10/2009,18:43:00,4.398,0.290,236.040,18.600,38.000,0.000,18.0
18/10/2009,18:44:00,4.402,0.290,236.090,18.600,38.000,0.000,17.0
18/10/2009,18:45:00,2.592,0.308,237.840,11.400,8.000,0.000,18.0
18/10/2009,18:46:00,2.218,0.308,237.330,9.400,2.000,0.000,18.0
18/10/2009,18:47:00,2.202,0.304,236.540,9.400,1.000,0.000,18.0
18/10/2009,18:48:00,2.962,0.288,233.670,13.400,13.000,0.000,17.0
18/10/2009,18:49:00,4.402,0.288,236.340,18.600,38.000,0.000,18.0
18/10/2009,18:50:00,4.302,0.184,235.520,18.200,37.000,0.000,18.0
18/10/2009,18:51:00,3.220,0.168,237.010,14.400,21.000,0.000,18.0
18/10/2009,18:52:00,1.926,0.178,237.570,8.000,2.000,0.000,17.0
18/10/2009,18:53:00,2.154,0.180,237.440,9.200,1.000,0.000,18.0
18/10/2009,18:54:00,2.566,0.180,236.740,10.800,1.000,0.000,18.0
18/10/2009,18:55:00,3.260,0.138,236.550,14.400,13.000,0.000,18.0
18/10/2009,18:56:00,2.534,0.082,238.390,10.600,0.000,0.000,18.0
18/10/2009,18:57:00,2.378,0.000,237.950,10.000,0.000,0.000,18.0
18/10/2009,18:58:00,2.306,0.068,238.340,9.600,0.000,0.000,18.0
18/10/2009,18:59:00,2.312,0.068,238.790,9.600,0.000,0.000,18.0
18/10/2009,19:00:00,2.340,0.066,240.350,9.600,0.000,0.000,18.0
18/10/2009,19:01:00,2.368,0.000,241.100,9.800,0.000,0.000,19.0
18/10/2009,19:02:00,2.366,0.000,240.430,9.800,1.000,0.000,18.0
18/10/2009,19:03:00,2.340,0.000,238.910,9.800,0.000,0.000,18.0
18/10/2009,19:04:00,2.340,0.000,238.950,9.800,1.000,0.000,19.0
18/10/2009,19:05:00,2.468,0.082,239.250,10.400,0.000,0.000,18.0
18/10/2009,19:06:00,2.598,0.322,238.390,10.800,1.000,1.000,18.0
18/10/2009,19:07:00,2.600,0.324,238.670,10.800,0.000,1.000,18.0
18/10/2009,19:08:00,2.586,0.322,237.960,10.800,1.000,1.000,18.0
18/10/2009,19:09:00,2.584,0.320,237.930,10.800,0.000,2.000,18.0
18/10/2009,19:10:00,2.564,0.316,236.950,10.800,0.000,1.000,18.0
18/10/2009,19:11:00,2.538,0.306,235.830,10.800,1.000,2.000,17.0
18/10/2009,19:12:00,2.516,0.272,235.950,10.600,0.000,1.000,18.0
18/10/2009,19:13:00,2.514,0.270,235.970,10.600,0.000,1.000,18.0
18/10/2009,19:14:00,2.496,0.266,235.020,10.600,0.000,2.000,17.0
18/10/2009,19:15:00,2.494,0.266,234.980,10.600,0.000,1.000,18.0
18/10/2009,19:16:00,2.496,0.266,235.140,10.600,0.000,2.000,17.0
18/10/2009,19:17:00,2.482,0.264,234.490,10.600,0.000,1.000,18.0
18/10/2009,19:18:00,2.490,0.266,234.970,10.600,0.000,1.000,17.0
18/10/2009,19:19:00,2.490,0.266,235.010,10.600,0.000,2.000,18.0
18/10/2009,19:20:00,2.610,0.280,236.220,11.000,0.000,1.000,18.0
18/10/2009,19:21:00,2.518,0.272,236.770,10.600,0.000,1.000,18.0
18/10/2009,19:22:00,2.462,0.196,236.830,10.400,0.000,2.000,17.0
18/10/2009,19:23:00,2.430,0.146,237.100,10.200,0.000,1.000,18.0
18/10/2009,19:24:00,2.418,0.146,237.290,10.200,0.000,1.000,18.0
18/10/2009,19:25:00,2.408,0.146,236.990,10.000,0.000,1.000,18.0
18/10/2009,19:26:00,3.026,0.250,236.720,12.800,0.000,2.000,18.0
18/10/2009,19:27:00,2.558,0.158,235.820,11.000,0.000,1.000,11.0
18/10/2009,19:28:00,1.962,0.168,237.730,8.200,0.000,1.000,1.0
18/10/2009,19:29:00,2.390,0.280,237.260,10.200,0.000,1.000,7.0
18/10/2009,19:30:00,2.796,0.318,237.590,12.000,0.000,2.000,11.0
18/10/2009,19:31:00,3.354,0.328,237.150,14.400,0.000,1.000,11.0
18/10/2009,19:32:00,2.430,0.262,237.500,10.400,0.000,1.000,8.0
18/10/2009,19:33:00,2.174,0.166,238.130,9.200,0.000,1.000,1.0
18/10/2009,19:34:00,2.044,0.174,239.370,8.600,0.000,1.000,0.0
18/10/2009,19:35:00,2.058,0.170,238.510,8.600,0.000,2.000,1.0
18/10/2009,19:36:00,2.062,0.170,238.190,8.600,0.000,1.000,0.0
18/10/2009,19:37:00,2.066,0.170,238.740,8.600,0.000,1.000,1.0
18/10/2009,19:38:00,2.156,0.270,239.120,9.000,0.000,1.000,1.0
18/10/2009,19:39:00,2.182,0.302,239.160,9.200,0.000,1.000,0.0
18/10/2009,19:40:00,2.148,0.262,239.430,9.000,0.000,1.000,1.0
18/10/2009,19:41:00,2.112,0.182,239.620,8.800,0.000,0.000,1.0
18/10/2009,19:42:00,2.092,0.182,239.430,8.800,0.000,0.000,0.0
18/10/2009,19:43:00,2.100,0.182,239.350,8.800,0.000,0.000,1.0
18/10/2009,19:44:00,2.132,0.184,238.580,9.000,0.000,0.000,1.0
18/10/2009,19:45:00,2.596,0.216,238.810,11.200,0.000,0.000,0.0
18/10/2009,19:46:00,2.250,0.202,239.390,9.800,0.000,0.000,1.0
18/10/2009,19:47:00,1.828,0.148,239.790,7.600,0.000,0.000,1.0
18/10/2009,19:48:00,1.886,0.140,240.570,7.800,0.000,0.000,0.0
18/10/2009,19:49:00,1.886,0.140,240.520,7.800,0.000,0.000,1.0
18/10/2009,19:50:00,1.872,0.134,239.200,7.800,0.000,0.000,1.0
18/10/2009,19:51:00,1.882,0.140,240.650,7.800,0.000,0.000,0.0
18/10/2009,19:52:00,1.882,0.142,240.870,7.800,0.000,0.000,1.0
18/10/2009,19:53:00,1.876,0.136,239.700,7.800,0.000,0.000,0.0
18/10/2009,19:54:00,1.834,0.082,239.310,7.600,0.000,0.000,1.0
18/10/2009,19:55:00,1.778,0.000,239.680,7.400,0.000,0.000,1.0
18/10/2009,19:56:00,1.776,0.000,239.120,7.400,0.000,0.000,0.0
18/10/2009,19:57:00,1.790,0.000,240.370,7.400,0.000,0.000,1.0
18/10/2009,19:58:00,1.792,0.000,240.490,7.400,0.000,0.000,1.0
18/10/2009,19:59:00,1.776,0.000,239.050,7.400,0.000,0.000,0.0
18/10/2009,20:00:00,1.776,0.000,239.550,7.400,0.000,0.000,1.0
18/10/2009,20:01:00,1.726,0.000,238.450,7.200,0.000,0.000,1.0
18/10/2009,20:02:00,1.704,0.000,237.310,7.200,0.000,0.000,0.0
18/10/2009,20:03:00,1.702,0.000,237.210,7.200,0.000,0.000,1.0
18/10/2009,20:04:00,1.710,0.000,238.190,7.200,0.000,0.000,1.0
18/10/2009,20:05:00,1.702,0.000,237.350,7.200,0.000,0.000,0.0
18/10/2009,20:06:00,1.720,0.000,239.140,7.200,0.000,0.000,1.0
18/10/2009,20:07:00,1.712,0.000,238.420,7.200,0.000,0.000,0.0
18/10/2009,20:08:00,1.718,0.000,239.050,7.200,0.000,0.000,1.0
18/10/2009,20:09:00,1.730,0.000,240.280,7.200,0.000,0.000,1.0
18/10/2009,20:10:00,1.764,0.000,241.640,7.200,0.000,0.000,0.0
18/10/2009,20:11:00,1.836,0.140,240.250,7.600,0.000,0.000,1.0
18/10/2009,20:12:00,1.826,0.138,239.330,7.600,0.000,0.000,1.0
18/10/2009,20:13:00,1.822,0.138,239.500,7.600,0.000,0.000,0.0
18/10/2009,20:14:00,1.816,0.138,239.270,7.600,0.000,0.000,1.0
18/10/2009,20:15:00,1.842,0.126,239.100,7.600,0.000,0.000,1.0
18/10/2009,20:16:00,1.868,0.116,239.200,7.800,0.000,0.000,0.0
18/10/2009,20:17:00,1.800,0.134,240.240,7.400,0.000,0.000,1.0
18/10/2009,20:18:00,1.840,0.118,238.980,7.600,0.000,0.000,1.0
18/10/2009,20:19:00,1.886,0.116,240.510,7.800,0.000,0.000,0.0
18/10/2009,20:20:00,1.872,0.120,240.210,7.800,0.000,0.000,1.0
18/10/2009,20:21:00,1.866,0.120,239.790,7.800,0.000,0.000,1.0
18/10/2009,20:22:00,1.864,0.118,239.460,7.800,0.000,0.000,0.0
18/10/2009,20:23:00,1.854,0.116,238.660,7.800,0.000,0.000,1.0
18/10/2009,20:24:00,1.854,0.116,238.570,7.800,0.000,0.000,0.0
18/10/2009,20:25:00,1.870,0.122,240.280,7.800,0.000,0.000,1.0
18/10/2009,20:26:00,1.876,0.122,240.840,7.800,0.000,0.000,1.0
18/10/2009,20:27:00,1.794,0.000,241.060,7.400,0.000,0.000,0.0
18/10/2009,20:28:00,1.772,0.000,239.560,7.400,0.000,0.000,1.0
18/10/2009,20:29:00,1.762,0.000,238.650,7.400,0.000,0.000,1.0
18/10/2009,20:30:00,1.774,0.000,239.820,7.400,0.000,0.000,0.0
18/10/2009,20:31:00,1.774,0.000,239.730,7.400,0.000,0.000,1.0
18/10/2009,20:32:00,1.794,0.000,241.780,7.400,0.000,0.000,1.0
18/10/2009,20:33:00,1.792,0.000,241.650,7.400,0.000,0.000,0.0
18/10/2009,20:34:00,1.796,0.000,242.030,7.400,0.000,0.000,1.0
18/10/2009,20:35:00,1.800,0.000,242.240,7.400,0.000,0.000,1.0
18/10/2009,20:36:00,1.798,0.000,242.220,7.400,0.000,0.000,0.0
18/10/2009,20:37:00,1.808,0.000,243.140,7.400,0.000,0.000,1.0
18/10/2009,20:38:00,1.804,0.000,242.390,7.400,0.000,0.000,1.0
18/10/2009,20:39:00,1.798,0.000,242.230,7.400,0.000,0.000,0.0
18/10/2009,20:40:00,1.802,0.000,242.720,7.400,0.000,0.000,1.0
18/10/2009,20:41:00,1.804,0.000,242.830,7.400,0.000,0.000,1.0
18/10/2009,20:42:00,1.804,0.000,242.640,7.400,0.000,0.000,0.0
18/10/2009,20:43:00,1.818,0.000,241.270,7.400,0.000,0.000,1.0
18/10/2009,20:44:00,1.832,0.000,241.180,7.600,0.000,0.000,1.0
18/10/2009,20:45:00,1.828,0.000,241.310,7.600,0.000,0.000,0.0
18/10/2009,20:46:00,1.834,0.000,241.770,7.600,0.000,0.000,1.0
18/10/2009,20:47:00,1.838,0.000,242.300,7.600,0.000,0.000,1.0
18/10/2009,20:48:00,1.830,0.000,241.840,7.600,0.000,0.000,0.0
18/10/2009,20:49:00,1.894,0.000,241.390,7.800,0.000,0.000,1.0
18/10/2009,20:50:00,1.822,0.000,241.280,7.400,0.000,0.000,1.0
18/10/2009,20:51:00,1.806,0.000,239.810,7.400,0.000,0.000,0.0
18/10/2009,20:52:00,1.840,0.000,239.980,7.600,0.000,0.000,1.0
18/10/2009,20:53:00,1.816,0.000,240.860,7.400,0.000,0.000,0.0
18/10/2009,20:54:00,1.832,0.000,242.410,7.400,0.000,0.000,1.0
18/10/2009,20:55:00,1.830,0.000,242.360,7.400,0.000,0.000,1.0
18/10/2009,20:56:00,1.832,0.000,242.460,7.400,0.000,0.000,0.0
18/10/2009,20:57:00,1.826,0.000,241.950,7.400,0.000,0.000,1.0
18/10/2009,20:58:00,1.806,0.000,241.390,7.400,0.000,0.000,1.0
18/10/2009,20:59:00,1.798,0.112,240.720,7.400,0.000,0.000,0.0
18/10/2009,21:00:00,2.018,0.114,241.450,8.400,0.000,0.000,1.0
18/10/2009,21:01:00,2.020,0.114,241.810,8.400,0.000,0.000,1.0
18/10/2009,21:02:00,2.026,0.114,242.280,8.400,0.000,0.000,0.0
18/10/2009,21:03:00,2.540,0.000,241.640,10.400,0.000,0.000,9.0
18/10/2009,21:04:00,2.626,0.060,241.380,10.800,0.000,0.000,11.0
18/10/2009,21:05:00,2.646,0.054,240.840,11.000,0.000,0.000,11.0
18/10/2009,21:06:00,2.320,0.000,240.150,9.600,0.000,0.000,7.0
18/10/2009,21:07:00,2.008,0.116,240.630,8.200,0.000,0.000,1.0
18/10/2009,21:08:00,2.016,0.114,241.320,8.400,0.000,0.000,0.0
18/10/2009,21:09:00,2.010,0.114,241.010,8.200,0.000,0.000,1.0
18/10/2009,21:10:00,2.022,0.114,241.630,8.400,0.000,0.000,1.0
18/10/2009,21:11:00,2.016,0.114,240.890,8.400,0.000,0.000,0.0
18/10/2009,21:12:00,2.016,0.114,240.650,8.400,0.000,0.000,1.0
18/10/2009,21:13:00,2.028,0.114,241.640,8.400,0.000,0.000,1.0
18/10/2009,21:14:00,2.018,0.116,240.900,8.400,0.000,0.000,0.0
18/10/2009,21:15:00,2.044,0.066,239.110,8.600,0.000,0.000,1.0
18/10/2009,21:16:00,2.136,0.000,239.780,8.800,0.000,0.000,0.0
18/10/2009,21:17:00,2.182,0.116,240.310,9.000,0.000,0.000,1.0
18/10/2009,21:18:00,2.166,0.114,239.280,9.000,0.000,0.000,1.0
18/10/2009,21:19:00,2.176,0.118,240.430,9.000,0.000,0.000,0.0
18/10/2009,21:20:00,2.184,0.120,241.250,9.000,0.000,0.000,1.0
18/10/2009,21:21:00,2.184,0.122,241.620,9.000,0.000,0.000,1.0
18/10/2009,21:22:00,2.182,0.120,241.270,9.000,0.000,0.000,0.0
18/10/2009,21:23:00,2.252,0.218,240.650,9.400,0.000,0.000,1.0
18/10/2009,21:24:00,2.266,0.246,241.830,9.400,0.000,2.000,1.0
18/10/2009,21:25:00,2.268,0.246,241.890,9.400,0.000,1.000,0.0
18/10/2009,21:26:00,2.274,0.248,242.040,9.400,0.000,1.000,1.0
18/10/2009,21:27:00,2.284,0.252,242.960,9.400,0.000,2.000,1.0
18/10/2009,21:28:00,2.278,0.250,242.480,9.400,0.000,1.000,0.0
18/10/2009,21:29:00,2.278,0.250,242.710,9.400,0.000,2.000,1.0
18/10/2009,21:30:00,2.264,0.220,243.100,9.200,0.000,1.000,1.0
18/10/2009,21:31:00,2.190,0.114,243.010,9.000,0.000,2.000,0.0
18/10/2009,21:32:00,2.174,0.110,241.900,9.000,0.000,1.000,1.0
18/10/2009,21:33:00,2.172,0.110,242.150,9.000,0.000,1.000,1.0
18/10/2009,21:34:00,2.174,0.110,242.330,9.000,0.000,2.000,0.0
18/10/2009,21:35:00,2.120,0.000,242.400,8.600,0.000,1.000,1.0
18/10/2009,21:36:00,2.108,0.000,242.100,8.600,0.000,2.000,1.0
18/10/2009,21:37:00,2.104,0.000,242.080,8.600,0.000,1.000,0.0
18/10/2009,21:38:00,2.086,0.000,240.650,8.600,0.000,1.000,1.0
18/10/2009,21:39:00,2.012,0.000,239.220,8.400,0.000,2.000,1.0
18/10/2009,21:40:00,1.642,0.000,239.660,6.800,0.000,1.000,0.0
18/10/2009,21:41:00,1.656,0.000,240.890,6.800,0.000,1.000,1.0
18/10/2009,21:42:00,1.546,0.000,240.430,6.400,0.000,1.000,1.0
18/10/2009,21:43:00,1.544,0.000,240.910,6.400,0.000,2.000,0.0
18/10/2009,21:44:00,1.534,0.000,239.780,6.400,0.000,1.000,1.0
18/10/2009,21:45:00,1.528,0.000,239.010,6.400,0.000,1.000,1.0
18/10/2009,21:46:00,1.586,0.000,239.130,6.600,0.000,1.000,0.0
18/10/2009,21:47:00,1.604,0.000,237.750,6.600,0.000,2.000,1.0
18/10/2009,21:48:00,1.682,0.118,238.610,7.000,0.000,1.000,0.0
18/10/2009,21:49:00,1.682,0.118,238.970,7.000,0.000,1.000,1.0
18/10/2009,21:50:00,1.680,0.118,239.020,7.000,0.000,1.000,1.0
18/10/2009,21:51:00,1.672,0.118,238.550,7.000,0.000,2.000,0.0
18/10/2009,21:52:00,1.674,0.120,239.060,7.000,0.000,1.000,1.0
18/10/2009,21:53:00,1.652,0.114,236.690,7.000,0.000,1.000,1.0
18/10/2009,21:54:00,1.636,0.108,235.010,7.000,0.000,1.000,0.0
18/10/2009,21:55:00,1.668,0.118,238.550,7.000,0.000,1.000,1.0
18/10/2009,21:56:00,1.608,0.120,238.150,6.600,0.000,1.000,1.0
18/10/2009,21:57:00,1.582,0.072,238.450,6.600,0.000,1.000,0.0
18/10/2009,21:58:00,1.552,0.000,237.060,6.400,0.000,0.000,1.0
18/10/2009,21:59:00,1.594,0.000,235.660,6.600,0.000,0.000,0.0
18/10/2009,22:00:00,1.588,0.000,235.050,6.600,0.000,0.000,1.0
18/10/2009,22:01:00,1.596,0.000,235.920,6.600,0.000,0.000,1.0
18/10/2009,22:02:00,1.544,0.086,237.170,6.400,0.000,0.000,0.0
18/10/2009,22:03:00,1.534,0.064,238.050,6.400,0.000,0.000,1.0
18/10/2009,22:04:00,1.302,0.000,237.470,5.400,0.000,0.000,1.0
18/10/2009,22:05:00,1.298,0.000,236.890,5.400,0.000,0.000,0.0
18/10/2009,22:06:00,1.290,0.000,235.840,5.400,0.000,0.000,1.0
18/10/2009,22:07:00,1.286,0.000,235.390,5.400,0.000,0.000,0.0
18/10/2009,22:08:00,1.288,0.000,235.890,5.400,0.000,0.000,1.0
18/10/2009,22:09:00,1.292,0.000,236.520,5.400,0.000,0.000,1.0
18/10/2009,22:10:00,1.296,0.000,236.750,5.400,0.000,0.000,0.0
18/10/2009,22:11:00,1.300,0.000,236.860,5.400,0.000,0.000,1.0
18/10/2009,22:12:00,1.294,0.000,236.040,5.400,0.000,0.000,1.0
18/10/2009,22:13:00,1.290,0.000,235.540,5.400,0.000,0.000,0.0
18/10/2009,22:14:00,1.294,0.000,236.470,5.400,0.000,0.000,1.0
18/10/2009,22:15:00,1.306,0.000,238.470,5.400,0.000,0.000,1.0
18/10/2009,22:16:00,1.312,0.000,239.920,5.400,0.000,0.000,0.0
18/10/2009,22:17:00,1.308,0.000,239.310,5.400,0.000,0.000,1.0
18/10/2009,22:18:00,1.314,0.000,240.120,5.400,0.000,0.000,0.0
18/10/2009,22:19:00,1.316,0.000,239.890,5.400,0.000,0.000,1.0
18/10/2009,22:20:00,1.354,0.000,239.850,5.600,0.000,0.000,1.0
18/10/2009,22:21:00,1.352,0.000,239.870,5.600,0.000,0.000,0.0
18/10/2009,22:22:00,1.346,0.000,239.580,5.600,0.000,0.000,1.0
18/10/2009,22:23:00,1.340,0.000,239.280,5.600,0.000,0.000,1.0
18/10/2009,22:24:00,1.338,0.000,239.040,5.600,0.000,0.000,0.0
18/10/2009,22:25:00,1.336,0.000,238.710,5.600,0.000,0.000,1.0
18/10/2009,22:26:00,1.342,0.000,239.040,5.600,0.000,0.000,1.0
18/10/2009,22:27:00,1.342,0.000,239.140,5.600,0.000,0.000,0.0
18/10/2009,22:28:00,1.336,0.000,239.330,5.600,0.000,0.000,1.0
18/10/2009,22:29:00,1.338,0.000,239.360,5.600,0.000,0.000,1.0
18/10/2009,22:30:00,1.336,0.000,239.250,5.600,0.000,0.000,0.0
18/10/2009,22:31:00,1.340,0.000,239.920,5.600,0.000,0.000,1.0
18/10/2009,22:32:00,1.330,0.000,238.680,5.600,0.000,0.000,1.0
18/10/2009,22:33:00,1.328,0.000,238.520,5.600,0.000,0.000,0.0
18/10/2009,22:34:00,1.254,0.102,238.560,5.200,0.000,0.000,1.0
18/10/2009,22:35:00,1.236,0.126,238.560,5.200,0.000,0.000,0.0
18/10/2009,22:36:00,1.310,0.102,238.900,5.600,0.000,0.000,2.0
18/10/2009,22:37:00,1.842,0.000,239.430,7.600,0.000,0.000,10.0
18/10/2009,22:38:00,1.868,0.000,240.640,7.600,0.000,0.000,11.0
18/10/2009,22:39:00,1.898,0.000,241.150,7.800,0.000,0.000,12.0
18/10/2009,22:40:00,1.278,0.100,242.700,5.400,0.000,0.000,2.0
18/10/2009,22:41:00,1.178,0.124,242.380,4.800,0.000,0.000,1.0
18/10/2009,22:42:00,1.176,0.124,242.290,4.800,0.000,0.000,1.0
18/10/2009,22:43:00,1.174,0.124,242.110,4.800,0.000,0.000,0.0
18/10/2009,22:44:00,1.172,0.124,241.690,4.800,0.000,0.000,1.0
18/10/2009,22:45:00,1.170,0.124,241.250,4.800,0.000,0.000,1.0
18/10/2009,22:46:00,1.168,0.122,240.970,4.800,0.000,0.000,0.0
18/10/2009,22:47:00,1.152,0.092,241.070,4.800,0.000,0.000,1.0
18/10/2009,22:48:00,1.066,0.000,241.300,4.600,0.000,0.000,1.0
18/10/2009,22:49:00,0.862,0.062,241.290,3.600,0.000,0.000,0.0
18/10/2009,22:50:00,0.864,0.066,241.750,3.600,0.000,0.000,1.0
18/10/2009,22:51:00,0.942,0.090,241.050,4.000,0.000,0.000,1.0
18/10/2009,22:52:00,1.064,0.194,240.050,4.400,0.000,0.000,0.0
18/10/2009,22:53:00,1.132,0.202,240.260,4.800,0.000,0.000,1.0
18/10/2009,22:54:00,1.400,0.198,240.210,5.800,0.000,0.000,0.0
18/10/2009,22:55:00,1.396,0.196,240.080,5.800,0.000,0.000,1.0
18/10/2009,22:56:00,1.352,0.196,239.840,5.600,0.000,0.000,1.0
18/10/2009,22:57:00,1.764,0.196,240.310,7.600,0.000,0.000,7.0
18/10/2009,22:58:00,2.196,0.188,239.480,9.200,0.000,0.000,19.0
18/10/2009,22:59:00,1.830,0.220,240.750,7.600,0.000,0.000,19.0
18/10/2009,23:00:00,1.692,0.222,240.400,7.000,0.000,0.000,19.0
18/10/2009,23:01:00,1.626,0.220,239.740,6.800,0.000,0.000,18.0
18/10/2009,23:02:00,1.550,0.222,240.070,6.400,0.000,0.000,19.0
18/10/2009,23:03:00,1.470,0.136,240.650,6.000,0.000,0.000,18.0
18/10/2009,23:04:00,1.454,0.120,240.460,6.000,0.000,0.000,19.0
18/10/2009,23:05:00,1.448,0.114,240.380,6.000,0.000,0.000,18.0
18/10/2009,23:06:00,1.362,0.000,240.510,5.600,0.000,0.000,18.0
18/10/2009,23:07:00,1.348,0.000,239.350,5.600,0.000,0.000,19.0
18/10/2009,23:08:00,1.346,0.000,239.090,5.600,0.000,0.000,18.0
18/10/2009,23:09:00,1.334,0.000,238.130,5.600,0.000,0.000,18.0
18/10/2009,23:10:00,1.342,0.000,238.790,5.600,0.000,0.000,18.0
18/10/2009,23:11:00,1.356,0.000,240.120,5.600,0.000,0.000,18.0
18/10/2009,23:12:00,1.364,0.000,240.830,5.600,0.000,0.000,19.0
18/10/2009,23:13:00,1.360,0.000,240.530,5.600,0.000,0.000,18.0
18/10/2009,23:14:00,1.358,0.000,240.190,5.600,0.000,0.000,18.0
18/10/2009,23:15:00,1.322,0.000,240.270,5.400,0.000,0.000,19.0
18/10/2009,23:16:00,1.312,0.050,240.480,5.400,0.000,0.000,18.0
18/10/2009,23:17:00,1.314,0.050,240.570,5.400,0.000,0.000,18.0
18/10/2009,23:18:00,1.326,0.050,241.740,5.400,0.000,0.000,19.0
18/10/2009,23:19:00,1.328,0.050,242.060,5.400,0.000,0.000,19.0
18/10/2009,23:20:00,1.330,0.050,242.100,5.400,0.000,0.000,18.0
18/10/2009,23:21:00,1.328,0.050,241.930,5.400,0.000,0.000,19.0
18/10/2009,23:22:00,1.326,0.048,241.880,5.400,0.000,0.000,18.0
18/10/2009,23:23:00,1.370,0.000,242.090,5.600,0.000,0.000,19.0
18/10/2009,23:24:00,1.426,0.082,241.090,5.800,0.000,0.000,18.0
18/10/2009,23:25:00,1.424,0.082,241.170,5.800,0.000,0.000,19.0
18/10/2009,23:26:00,1.420,0.082,241.110,5.800,0.000,0.000,18.0
18/10/2009,23:27:00,1.418,0.082,241.100,5.800,0.000,0.000,19.0
18/10/2009,23:28:00,1.414,0.082,240.870,5.800,0.000,0.000,18.0
18/10/2009,23:29:00,1.402,0.080,239.970,5.800,0.000,0.000,18.0
18/10/2009,23:30:00,1.398,0.080,239.590,5.800,0.000,0.000,19.0
18/10/2009,23:31:00,1.424,0.090,240.140,5.800,0.000,0.000,18.0
18/10/2009,23:32:00,1.482,0.184,240.470,6.200,0.000,0.000,18.0
18/10/2009,23:33:00,1.488,0.186,241.240,6.200,0.000,0.000,19.0
18/10/2009,23:34:00,1.494,0.188,241.790,6.200,0.000,0.000,18.0
18/10/2009,23:35:00,1.500,0.190,242.420,6.200,0.000,0.000,19.0
18/10/2009,23:36:00,1.496,0.188,242.180,6.200,0.000,0.000,19.0
18/10/2009,23:37:00,1.464,0.146,242.270,6.000,0.000,0.000,18.0
18/10/2009,23:38:00,1.402,0.054,242.390,5.800,0.000,0.000,19.0
18/10/2009,23:39:00,1.398,0.054,242.080,5.600,0.000,0.000,18.0
18/10/2009,23:40:00,1.386,0.052,241.010,5.600,0.000,0.000,19.0
18/10/2009,23:41:00,1.480,0.160,241.600,6.200,0.000,0.000,18.0
18/10/2009,23:42:00,1.476,0.176,241.550,6.000,0.000,2.000,19.0
18/10/2009,23:43:00,1.468,0.174,241.040,6.000,0.000,1.000,18.0
18/10/2009,23:44:00,1.472,0.174,241.380,6.000,0.000,1.000,19.0
18/10/2009,23:45:00,0.896,0.142,242.620,4.400,0.000,2.000,10.0
18/10/2009,23:46:00,0.336,0.084,243.090,1.400,0.000,1.000,1.0
18/10/2009,23:47:00,0.336,0.086,243.690,1.400,0.000,2.000,0.0
18/10/2009,23:48:00,0.338,0.088,244.520,1.400,0.000,1.000,1.0
18/10/2009,23:49:00,0.336,0.086,243.650,1.400,0.000,2.000,1.0
18/10/2009,23:50:00,0.628,0.178,243.840,3.000,0.000,1.000,5.0
18/10/2009,23:51:00,0.946,0.262,242.610,4.000,0.000,2.000,11.0
18/10/2009,23:52:00,0.964,0.260,242.400,4.000,0.000,1.000,11.0
18/10/2009,23:53:00,0.842,0.224,243.120,3.800,0.000,1.000,9.0
18/10/2009,23:54:00,0.334,0.088,243.830,1.400,0.000,2.000,1.0
18/10/2009,23:55:00,0.376,0.128,244.120,1.600,0.000,1.000,1.0
18/10/2009,23:56:00,0.442,0.228,244.200,2.000,0.000,1.000,0.0
18/10/2009,23:57:00,0.438,0.230,244.620,2.000,0.000,2.000,1.0
18/10/2009,23:58:00,0.434,0.228,244.350,2.000,0.000,1.000,1.0
18/10/2009,23:59:00,0.430,0.226,243.910,2.000,0.000,1.000,0.0
19/10/2009,00:00:00,0.428,0.226,243.820,2.000,0.000,2.000,1.0
