Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/1/2008,01:21:00,1.790,0.326,240.820,7.400,0.000,1.000,17.0
1/1/2008,01:22:00,1.784,0.324,240.500,7.400,0.000,2.000,18.0
1/1/2008,01:23:00,1.782,0.324,240.490,7.400,0.000,1.000,18.0
1/1/2008,01:24:00,1.778,0.322,240.280,7.400,0.000,1.000,18.0
1/1/2008,01:25:00,1.720,0.226,240.770,7.200,0.000,0.000,17.0
1/1/2008,01:26:00,1.638,0.110,240.310,6.800,0.000,0.000,18.0
1/1/2008,01:27:00,1.602,0.068,239.950,6.600,0.000,0.000,18.0
1/1/2008,01:28:00,1.604,0.068,240.040,6.600,0.000,0.000,17.0
1/1/2008,01:29:00,1.562,0.000,240.270,6.400,0.000,0.000,18.0
1/1/2008,01:30:00,1.542,0.000,240.630,6.400,0.000,0.000,18.0
1/1/2008,01:31:00,1.544,0.000,240.770,6.400,0.000,0.000,18.0
1/1/2008,01:32:00,1.550,0.000,241.290,6.400,0.000,0.000,18.0
1/1/2008,01:33:00,1.552,0.000,241.430,6.400,0.000,0.000,17.0
1/1/2008,01:34:00,1.544,0.000,240.740,6.400,0.000,0.000,18.0
1/1/2008,01:35:00,1.530,0.000,239.550,6.400,0.000,0.000,18.0
1/1/2008,01:36:00,1.528,0.000,239.430,6.400,0.000,0.000,17.0
1/1/2008,01:37:00,1.530,0.000,239.650,6.400,0.000,0.000,18.0
1/1/2008,01:38:00,1.542,0.000,240.610,6.400,0.000,0.000,18.0
1/1/2008,01:39:00,1.544,0.000,240.820,6.400,0.000,0.000,18.0
1/1/2008,01:40:00,1.540,0.000,240.380,6.400,0.000,0.000,17.0
1/1/2008,01:41:00,1.536,0.000,240.160,6.400,0.000,0.000,18.0
1/1/2008,01:42:00,1.536,0.000,240.210,6.400,0.000,0.000,18.0
1/1/2008,01:43:00,1.542,0.000,240.660,6.400,0.000,0.000,18.0
1/1/2008,01:44:00,1.552,0.000,241.420,6.400,0.000,0.000,17.0
1/1/2008,01:45:00,1.556,0.000,241.770,6.400,0.000,0.000,18.0
1/1/2008,01:46:00,1.556,0.000,241.840,6.400,0.000,0.000,18.0
1/1/2008,01:47:00,1.566,0.000,242.590,6.400,0.000,0.000,18.0
1/1/2008,01:48:00,1.562,0.000,242.240,6.400,0.000,0.000,18.0
1/1/2008,01:49:00,1.560,0.000,242.210,6.400,0.000,0.000,18.0
1/1/2008,01:50:00,1.556,0.000,241.880,6.400,0.000,0.000,18.0
1/1/2008,01:51:00,1.556,0.000,241.800,6.400,0.000,0.000,18.0
1/1/2008,01:52:00,1.552,0.000,241.520,6.400,0.000,0.000,18.0
1/1/2008,01:53:00,1.552,0.000,241.440,6.400,0.000,0.000,18.0
1/1/2008,01:54:00,1.554,0.000,241.680,6.400,0.000,0.000,18.0
1/1/2008,01:55:00,1.678,0.106,241.580,6.800,0.000,0.000,18.0
1/1/2008,01:56:00,1.658,0.102,241.230,6.800,0.000,0.000,18.0
1/1/2008,01:57:00,1.648,0.100,240.620,6.800,0.000,0.000,17.0
1/1/2008,01:58:00,1.664,0.106,242.040,6.800,0.000,0.000,18.0
1/1/2008,01:59:00,1.688,0.114,244.200,6.800,0.000,0.000,19.0
1/1/2008,02:00:00,1.678,0.112,243.420,6.800,0.000,0.000,18.0
1/1/2008,02:01:00,1.678,0.112,243.560,6.800,0.000,0.000,18.0
1/1/2008,02:02:00,1.682,0.112,243.910,6.800,0.000,0.000,18.0
1/1/2008,02:03:00,1.742,0.184,243.380,7.200,0.000,0.000,18.0
1/1/2008,02:04:00,1.732,0.212,242.190,7.200,0.000,0.000,18.0
1/1/2008,02:05:00,1.726,0.208,241.650,7.200,0.000,0.000,18.0
1/1/2008,02:06:00,1.724,0.208,241.630,7.200,0.000,0.000,18.0
1/1/2008,02:07:00,1.724,0.208,241.700,7.200,0.000,0.000,18.0
1/1/2008,02:08:00,1.732,0.212,242.530,7.200,0.000,0.000,18.0
1/1/2008,02:09:00,1.736,0.214,242.970,7.200,0.000,0.000,18.0
1/1/2008,02:10:00,1.656,0.098,243.070,6.800,0.000,0.000,18.0
1/1/2008,02:11:00,1.742,0.076,242.880,7.200,0.000,0.000,18.0
1/1/2008,02:12:00,1.760,0.000,243.160,7.200,0.000,0.000,19.0
1/1/2008,02:13:00,3.664,0.000,241.360,16.000,0.000,0.000,17.0
1/1/2008,02:14:00,2.014,0.000,243.030,9.200,0.000,0.000,19.0
1/1/2008,02:15:00,1.564,0.000,242.510,6.400,0.000,0.000,18.0
1/1/2008,02:16:00,1.844,0.000,242.140,7.600,0.000,0.000,18.0
1/1/2008,02:17:00,1.730,0.000,242.830,7.000,0.000,0.000,18.0
1/1/2008,02:18:00,1.630,0.000,242.790,6.600,0.000,0.000,18.0
1/1/2008,02:19:00,3.036,0.000,241.180,13.000,0.000,0.000,18.0
1/1/2008,02:20:00,3.204,0.000,241.660,13.200,0.000,0.000,17.0
1/1/2008,02:21:00,3.160,0.000,241.520,13.000,0.000,0.000,18.0
1/1/2008,02:22:00,3.152,0.000,241.480,13.000,0.000,0.000,18.0
1/1/2008,02:23:00,2.964,0.000,242.190,12.200,0.000,0.000,18.0
1/1/2008,02:24:00,2.682,0.000,242.880,11.000,0.000,0.000,18.0
1/1/2008,02:25:00,2.692,0.000,242.920,11.000,0.000,0.000,18.0
1/1/2008,02:26:00,2.702,0.000,243.330,11.000,0.000,0.000,19.0
1/1/2008,02:27:00,2.690,0.000,242.660,11.000,0.000,0.000,18.0
1/1/2008,02:28:00,2.690,0.000,242.630,11.000,0.000,0.000,18.0
1/1/2008,02:29:00,2.672,0.000,241.830,11.000,0.000,0.000,18.0
1/1/2008,02:30:00,2.664,0.000,241.400,11.000,0.000,0.000,18.0
1/1/2008,02:31:00,2.650,0.000,240.670,11.000,0.000,0.000,17.0
1/1/2008,02:32:00,2.660,0.000,241.120,11.000,0.000,0.000,18.0
1/1/2008,02:33:00,2.664,0.000,241.420,11.000,0.000,0.000,18.0
1/1/2008,02:34:00,2.678,0.000,242.000,11.000,0.000,0.000,18.0
1/1/2008,02:35:00,2.672,0.000,241.770,11.000,0.000,0.000,18.0
1/1/2008,02:36:00,2.682,0.000,242.240,11.000,0.000,0.000,18.0
1/1/2008,02:37:00,2.700,0.000,243.160,11.000,0.000,0.000,18.0
1/1/2008,02:38:00,2.704,0.000,243.410,11.000,0.000,0.000,18.0
1/1/2008,02:39:00,2.762,0.000,242.920,11.400,0.000,0.000,18.0
1/1/2008,02:40:00,2.800,0.098,242.780,11.400,0.000,0.000,18.0
1/1/2008,02:41:00,2.792,0.098,242.550,11.400,0.000,0.000,18.0
1/1/2008,02:42:00,2.772,0.100,242.630,11.400,0.000,0.000,18.0
1/1/2008,02:43:00,2.738,0.102,243.010,11.200,0.000,0.000,19.0
1/1/2008,02:44:00,2.830,0.202,243.240,11.600,0.000,0.000,18.0
1/1/2008,02:45:00,2.838,0.214,244.360,11.600,0.000,0.000,18.0
1/1/2008,02:46:00,2.830,0.212,243.990,11.600,0.000,0.000,18.0
1/1/2008,02:47:00,2.846,0.216,244.880,11.600,0.000,0.000,19.0
1/1/2008,02:48:00,2.840,0.216,244.770,11.600,0.000,0.000,18.0
1/1/2008,02:49:00,2.828,0.214,244.280,11.600,0.000,0.000,18.0
1/1/2008,02:50:00,2.824,0.214,244.160,11.600,0.000,0.000,19.0
1/1/2008,02:51:00,2.818,0.212,243.940,11.400,0.000,0.000,18.0
1/1/2008,02:52:00,2.810,0.210,243.650,11.400,0.000,0.000,18.0
1/1/2008,02:53:00,2.750,0.138,242.960,11.200,0.000,0.000,18.0
1/1/2008,02:54:00,2.682,0.000,242.690,11.000,0.000,0.000,18.0
1/1/2008,02:55:00,2.634,0.000,242.980,10.800,0.000,0.000,18.0
1/1/2008,02:56:00,2.632,0.000,242.850,10.800,0.000,0.000,18.0
1/1/2008,02:57:00,2.640,0.000,243.230,10.800,0.000,0.000,18.0
1/1/2008,02:58:00,2.646,0.000,243.580,10.800,0.000,0.000,19.0
1/1/2008,02:59:00,2.636,0.000,243.100,10.800,0.000,0.000,18.0
1/1/2008,03:00:00,2.638,0.000,243.200,10.800,0.000,0.000,18.0
1/1/2008,03:01:00,2.632,0.000,242.920,10.800,0.000,0.000,18.0
1/1/2008,03:02:00,2.628,0.000,242.610,10.800,0.000,0.000,18.0
1/1/2008,03:03:00,2.626,0.000,242.520,10.800,0.000,0.000,18.0
1/1/2008,03:04:00,2.624,0.000,242.430,10.800,0.000,0.000,18.0
1/1/2008,03:05:00,2.632,0.000,242.850,10.800,0.000,0.000,18.0
1/1/2008,03:06:00,2.634,0.000,242.950,10.800,0.000,0.000,18.0
1/1/2008,03:07:00,2.624,0.000,242.420,10.800,0.000,0.000,18.0
1/1/2008,03:08:00,2.628,0.000,242.620,10.800,0.000,0.000,18.0
1/1/2008,03:09:00,2.584,0.000,240.480,10.600,0.000,0.000,18.0
1/1/2008,03:10:00,2.570,0.000,239.690,10.600,0.000,0.000,18.0
1/1/2008,03:11:00,2.590,0.000,240.700,10.600,0.000,0.000,17.0
1/1/2008,03:12:00,2.588,0.000,240.610,10.600,0.000,0.000,18.0
1/1/2008,03:13:00,2.606,0.000,241.470,10.800,0.000,0.000,18.0
1/1/2008,03:14:00,2.606,0.000,241.520,10.800,0.000,0.000,18.0
1/1/2008,03:15:00,2.604,0.000,241.400,10.800,0.000,0.000,18.0
1/1/2008,03:16:00,2.594,0.000,240.910,10.600,0.000,0.000,18.0
1/1/2008,03:17:00,2.616,0.000,242.030,10.800,0.000,0.000,18.0
1/1/2008,03:18:00,2.614,0.000,241.930,10.800,0.000,0.000,18.0
1/1/2008,03:19:00,2.624,0.000,242.410,10.800,0.000,0.000,18.0
1/1/2008,03:20:00,2.644,0.000,243.400,10.800,0.000,0.000,18.0
1/1/2008,03:21:00,2.642,0.000,243.370,10.800,0.000,0.000,18.0
1/1/2008,03:22:00,2.650,0.000,243.770,10.800,0.000,0.000,18.0
1/1/2008,03:23:00,2.656,0.000,244.030,10.800,0.000,0.000,18.0
1/1/2008,03:24:00,2.762,0.086,244.060,11.200,0.000,0.000,19.0
1/1/2008,03:25:00,2.758,0.104,243.800,11.200,0.000,0.000,18.0
1/1/2008,03:26:00,2.734,0.100,242.690,11.200,0.000,0.000,18.0
1/1/2008,03:27:00,2.712,0.096,241.670,11.200,0.000,0.000,18.0
1/1/2008,03:28:00,2.788,0.180,241.720,11.400,0.000,0.000,18.0
1/1/2008,03:29:00,2.832,0.254,241.380,11.800,0.000,0.000,18.0
1/1/2008,03:30:00,2.856,0.322,241.220,11.800,0.000,1.000,17.0
1/1/2008,03:31:00,2.860,0.324,241.440,11.800,0.000,2.000,18.0
1/1/2008,03:32:00,2.860,0.326,241.700,11.800,0.000,1.000,18.0
1/1/2008,03:33:00,2.846,0.322,241.130,11.800,0.000,1.000,18.0
1/1/2008,03:34:00,2.854,0.324,241.560,11.800,0.000,2.000,18.0
1/1/2008,03:35:00,2.854,0.326,241.630,11.800,0.000,1.000,18.0
1/1/2008,03:36:00,2.838,0.320,240.900,11.800,0.000,2.000,18.0
1/1/2008,03:37:00,2.772,0.236,240.390,11.400,0.000,1.000,17.0
1/1/2008,03:38:00,2.772,0.218,241.090,11.400,0.000,1.000,18.0
1/1/2008,03:39:00,2.674,0.084,240.830,11.000,0.000,2.000,18.0
1/1/2008,03:40:00,2.676,0.082,240.910,11.000,0.000,1.000,18.0
1/1/2008,03:41:00,2.696,0.086,242.030,11.000,0.000,1.000,18.0
1/1/2008,03:42:00,2.710,0.088,242.720,11.000,0.000,2.000,18.0
1/1/2008,03:43:00,2.708,0.088,242.740,11.000,0.000,1.000,18.0
1/1/2008,03:44:00,2.706,0.088,242.660,11.000,0.000,2.000,18.0
1/1/2008,03:45:00,2.704,0.088,242.640,11.000,0.000,1.000,18.0
1/1/2008,03:46:00,2.832,0.084,242.390,11.600,0.000,1.000,18.0
1/1/2008,03:47:00,2.878,0.084,242.150,11.800,0.000,1.000,18.0
1/1/2008,03:48:00,2.584,0.086,242.040,10.600,0.000,2.000,18.0
1/1/2008,03:49:00,2.958,0.090,241.230,12.200,0.000,1.000,18.0
1/1/2008,03:50:00,3.126,0.094,241.350,12.800,0.000,1.000,18.0
1/1/2008,03:51:00,3.118,0.000,241.280,12.800,0.000,0.000,18.0
1/1/2008,03:52:00,3.050,0.000,241.240,12.600,0.000,0.000,17.0
1/1/2008,03:53:00,3.056,0.000,241.490,12.600,0.000,0.000,18.0
1/1/2008,03:54:00,3.088,0.000,241.270,12.800,0.000,0.000,18.0
1/1/2008,03:55:00,3.100,0.000,241.070,12.800,0.000,0.000,18.0
1/1/2008,03:56:00,2.958,0.000,241.630,12.200,0.000,0.000,18.0
1/1/2008,03:57:00,2.472,0.000,242.030,10.200,0.000,0.000,18.0
1/1/2008,03:58:00,2.416,0.000,241.510,10.000,0.000,0.000,18.0
1/1/2008,03:59:00,2.406,0.000,240.960,9.800,0.000,0.000,18.0
1/1/2008,04:00:00,2.404,0.000,240.880,9.800,0.000,0.000,17.0
1/1/2008,04:01:00,2.412,0.000,241.250,10.000,0.000,0.000,18.0
1/1/2008,04:02:00,2.414,0.000,241.350,10.000,0.000,0.000,18.0
1/1/2008,04:03:00,2.424,0.000,241.940,10.000,0.000,0.000,18.0
1/1/2008,04:04:00,2.434,0.000,242.420,10.000,0.000,0.000,18.0
1/1/2008,04:05:00,2.426,0.000,242.040,10.000,0.000,0.000,18.0
1/1/2008,04:06:00,2.416,0.000,241.520,10.000,0.000,0.000,18.0
1/1/2008,04:07:00,2.414,0.000,241.340,10.000,0.000,0.000,18.0
1/1/2008,04:08:00,2.430,0.000,241.570,10.000,0.000,0.000,18.0
1/1/2008,04:09:00,2.532,0.138,241.650,10.400,0.000,0.000,18.0
1/1/2008,04:10:00,2.526,0.138,241.650,10.400,0.000,0.000,17.0
1/1/2008,04:11:00,2.550,0.170,240.860,10.600,0.000,0.000,18.0
1/1/2008,04:12:00,2.580,0.238,240.820,10.600,0.000,0.000,18.0
1/1/2008,04:13:00,2.592,0.242,241.410,10.600,0.000,0.000,18.0
1/1/2008,04:14:00,2.580,0.238,240.880,10.600,0.000,0.000,18.0
1/1/2008,04:15:00,2.578,0.238,240.810,10.600,0.000,0.000,18.0
1/1/2008,04:16:00,2.580,0.240,241.090,10.600,0.000,0.000,17.0
1/1/2008,04:17:00,2.544,0.216,241.280,10.400,0.000,0.000,18.0
1/1/2008,04:18:00,2.520,0.200,241.120,10.400,0.000,0.000,18.0
1/1/2008,04:19:00,2.530,0.204,241.750,10.400,0.000,0.000,18.0
1/1/2008,04:20:00,2.490,0.152,241.570,10.200,0.000,0.000,18.0
1/1/2008,04:21:00,2.450,0.098,241.350,10.000,0.000,0.000,18.0
1/1/2008,04:22:00,2.454,0.098,241.610,10.000,0.000,0.000,18.0
1/1/2008,04:23:00,2.418,0.066,240.830,10.000,0.000,0.000,17.0
1/1/2008,04:24:00,2.366,0.000,240.890,9.800,0.000,0.000,18.0
1/1/2008,04:25:00,2.380,0.000,241.420,9.800,0.000,0.000,18.0
1/1/2008,04:26:00,2.362,0.000,241.040,9.800,0.000,0.000,18.0
1/1/2008,04:27:00,2.346,0.000,240.640,9.600,0.000,0.000,18.0
1/1/2008,04:28:00,2.348,0.000,240.840,9.600,0.000,0.000,17.0
1/1/2008,04:29:00,2.354,0.000,241.110,9.600,0.000,0.000,18.0
1/1/2008,04:30:00,2.356,0.000,241.220,9.600,0.000,0.000,18.0
1/1/2008,04:31:00,2.362,0.000,241.650,9.600,0.000,0.000,18.0
1/1/2008,04:32:00,2.368,0.000,241.970,9.800,0.000,0.000,18.0
1/1/2008,04:33:00,2.364,0.000,241.820,9.600,0.000,0.000,18.0
1/1/2008,04:34:00,2.352,0.000,241.130,9.600,0.000,0.000,18.0
1/1/2008,04:35:00,2.344,0.000,240.700,9.600,0.000,0.000,17.0
1/1/2008,04:36:00,2.348,0.000,240.880,9.600,0.000,0.000,18.0
1/1/2008,04:37:00,2.336,0.000,240.190,9.600,0.000,0.000,18.0
1/1/2008,04:38:00,2.328,0.000,239.690,9.600,0.000,0.000,18.0
1/1/2008,04:39:00,2.334,0.000,240.090,9.600,0.000,0.000,17.0
1/1/2008,04:40:00,2.350,0.000,240.910,9.600,0.000,0.000,18.0
1/1/2008,04:41:00,2.362,0.000,241.570,9.600,0.000,0.000,18.0
1/1/2008,04:42:00,2.360,0.000,241.570,9.600,0.000,0.000,18.0
1/1/2008,04:43:00,2.366,0.000,241.850,9.800,0.000,0.000,18.0
1/1/2008,04:44:00,2.368,0.000,241.940,9.800,0.000,0.000,18.0
1/1/2008,04:45:00,2.360,0.000,241.540,9.600,0.000,0.000,18.0
1/1/2008,04:46:00,2.340,0.000,240.490,9.600,0.000,0.000,17.0
1/1/2008,04:47:00,2.352,0.000,241.080,9.600,0.000,0.000,18.0
1/1/2008,04:48:00,2.352,0.000,241.100,9.600,0.000,0.000,18.0
1/1/2008,04:49:00,2.352,0.000,241.060,9.600,0.000,0.000,18.0
1/1/2008,04:50:00,2.340,0.000,240.430,9.600,0.000,0.000,18.0
1/1/2008,04:51:00,2.340,0.000,240.360,9.600,0.000,0.000,17.0
1/1/2008,04:52:00,2.346,0.000,240.720,9.600,0.000,0.000,18.0
1/1/2008,04:53:00,2.370,0.000,240.100,9.800,0.000,0.000,18.0
1/1/2008,04:54:00,2.442,0.092,240.010,10.000,0.000,0.000,17.0
1/1/2008,04:55:00,2.476,0.114,240.390,10.200,0.000,0.000,18.0
1/1/2008,04:56:00,2.516,0.198,240.240,10.400,0.000,0.000,18.0
1/1/2008,04:57:00,2.518,0.198,240.420,10.400,0.000,0.000,18.0
1/1/2008,04:58:00,2.544,0.196,240.140,10.600,0.000,0.000,17.0
1/1/2008,04:59:00,3.068,0.194,239.720,12.800,0.000,0.000,18.0
1/1/2008,05:00:00,3.310,0.194,239.070,13.800,0.000,0.000,17.0
1/1/2008,05:01:00,3.022,0.190,238.960,12.600,0.000,0.000,18.0
1/1/2008,05:02:00,2.954,0.184,238.790,12.400,0.000,0.000,17.0
1/1/2008,05:03:00,3.020,0.188,239.450,12.600,0.000,0.000,18.0
1/1/2008,05:04:00,3.094,0.140,239.120,12.800,0.000,0.000,18.0
1/1/2008,05:05:00,2.960,0.084,239.190,12.200,0.000,0.000,17.0
1/1/2008,05:06:00,2.770,0.088,239.740,11.400,0.000,0.000,18.0
1/1/2008,05:07:00,2.738,0.090,240.250,11.400,0.000,0.000,17.0
1/1/2008,05:08:00,2.666,0.000,239.520,11.000,0.000,0.000,18.0
1/1/2008,05:09:00,2.430,0.000,240.510,10.000,0.000,0.000,18.0
1/1/2008,05:10:00,2.346,0.000,240.510,9.600,0.000,0.000,18.0
1/1/2008,05:11:00,2.354,0.000,240.900,9.600,0.000,0.000,17.0
1/1/2008,05:12:00,2.358,0.000,241.180,9.600,0.000,0.000,18.0
1/1/2008,05:13:00,2.364,0.000,241.530,9.800,0.000,0.000,18.0
1/1/2008,05:14:00,2.360,0.000,241.270,9.600,0.000,0.000,18.0
1/1/2008,05:15:00,2.352,0.000,240.920,9.600,0.000,0.000,18.0
1/1/2008,05:16:00,2.348,0.000,240.610,9.600,0.000,0.000,18.0
1/1/2008,05:17:00,2.350,0.000,240.780,9.600,0.000,0.000,17.0
1/1/2008,05:18:00,2.350,0.000,240.670,9.600,0.000,0.000,18.0
1/1/2008,05:19:00,2.350,0.000,240.760,9.600,0.000,0.000,18.0
1/1/2008,05:20:00,2.356,0.000,241.080,9.600,0.000,0.000,18.0
1/1/2008,05:21:00,2.354,0.000,240.930,9.600,0.000,0.000,17.0
1/1/2008,05:22:00,2.360,0.000,241.240,9.600,0.000,0.000,18.0
1/1/2008,05:23:00,2.364,0.000,241.510,9.800,0.000,0.000,18.0
1/1/2008,05:24:00,2.362,0.000,241.410,9.800,0.000,0.000,18.0
1/1/2008,05:25:00,2.354,0.000,240.950,9.600,0.000,0.000,18.0
1/1/2008,05:26:00,2.338,0.000,240.040,9.600,0.000,0.000,18.0
1/1/2008,05:27:00,2.338,0.000,240.010,9.600,0.000,0.000,17.0
1/1/2008,05:28:00,2.334,0.000,239.780,9.600,0.000,0.000,18.0
1/1/2008,05:29:00,2.328,0.000,239.460,9.600,0.000,0.000,17.0
1/1/2008,05:30:00,2.326,0.000,239.440,9.600,0.000,0.000,18.0
1/1/2008,05:31:00,2.344,0.000,240.380,9.600,0.000,0.000,18.0
1/1/2008,05:32:00,2.350,0.000,240.730,9.600,0.000,0.000,18.0
1/1/2008,05:33:00,2.352,0.000,240.790,9.600,0.000,0.000,17.0
1/1/2008,05:34:00,2.358,0.000,241.110,9.600,0.000,0.000,18.0
1/1/2008,05:35:00,2.370,0.000,241.800,9.800,0.000,0.000,18.0
1/1/2008,05:36:00,2.358,0.000,241.180,9.600,0.000,0.000,18.0
1/1/2008,05:37:00,2.354,0.000,240.970,9.600,0.000,0.000,18.0
1/1/2008,05:38:00,2.350,0.000,240.780,9.600,0.000,0.000,18.0
1/1/2008,05:39:00,2.464,0.086,240.780,10.200,0.000,0.000,17.0
1/1/2008,05:40:00,2.530,0.162,241.170,10.400,0.000,0.000,18.0
1/1/2008,05:41:00,2.552,0.204,241.970,10.400,0.000,0.000,18.0
1/1/2008,05:42:00,2.544,0.202,241.670,10.400,0.000,0.000,18.0
1/1/2008,05:43:00,2.538,0.202,241.400,10.400,0.000,0.000,18.0
1/1/2008,05:44:00,2.532,0.200,241.220,10.400,0.000,0.000,18.0
1/1/2008,05:45:00,2.520,0.198,240.660,10.400,0.000,0.000,17.0
1/1/2008,05:46:00,2.522,0.200,240.930,10.400,0.000,0.000,18.0
1/1/2008,05:47:00,2.520,0.200,240.930,10.400,0.000,0.000,18.0
1/1/2008,05:48:00,2.518,0.200,240.880,10.400,0.000,0.000,18.0
1/1/2008,05:49:00,2.448,0.106,240.570,10.200,0.000,0.000,18.0
1/1/2008,05:50:00,2.436,0.094,240.280,10.000,0.000,0.000,17.0
1/1/2008,05:51:00,2.438,0.094,240.450,10.000,0.000,0.000,18.0
1/1/2008,05:52:00,2.420,0.092,239.530,10.000,0.000,0.000,18.0
1/1/2008,05:53:00,2.396,0.046,239.960,10.000,0.000,0.000,17.0
1/1/2008,05:54:00,2.350,0.000,240.690,9.600,0.000,0.000,18.0
1/1/2008,05:55:00,2.344,0.000,240.400,9.600,0.000,0.000,18.0
1/1/2008,05:56:00,2.332,0.000,239.710,9.600,0.000,0.000,17.0
1/1/2008,05:57:00,2.378,0.000,240.010,9.800,0.000,0.000,18.0
1/1/2008,05:58:00,2.424,0.082,240.180,10.000,0.000,1.000,18.0
1/1/2008,05:59:00,2.428,0.082,240.060,10.000,0.000,1.000,18.0
1/1/2008,06:00:00,2.432,0.084,240.490,10.000,0.000,2.000,17.0
1/1/2008,06:01:00,2.434,0.084,240.650,10.000,0.000,1.000,18.0
1/1/2008,06:02:00,2.434,0.084,240.460,10.000,0.000,2.000,18.0
1/1/2008,06:03:00,2.440,0.084,240.840,10.000,0.000,1.000,18.0
1/1/2008,06:04:00,2.436,0.084,240.680,10.000,0.000,1.000,17.0
1/1/2008,06:05:00,2.444,0.084,241.030,10.000,0.000,2.000,18.0
1/1/2008,06:06:00,2.440,0.084,240.840,10.000,0.000,1.000,18.0
1/1/2008,06:07:00,2.442,0.084,241.030,10.000,0.000,1.000,18.0
1/1/2008,06:08:00,2.442,0.084,241.150,10.000,0.000,2.000,18.0
1/1/2008,06:09:00,2.436,0.084,240.840,10.000,0.000,1.000,17.0
1/1/2008,06:10:00,2.420,0.080,240.010,10.000,0.000,2.000,18.0
1/1/2008,06:11:00,2.424,0.082,240.210,10.000,0.000,1.000,18.0
1/1/2008,06:12:00,2.428,0.082,240.510,10.000,0.000,1.000,17.0
1/1/2008,06:13:00,2.424,0.082,240.300,10.000,0.000,2.000,18.0
1/1/2008,06:14:00,2.414,0.080,239.790,10.000,0.000,1.000,18.0
1/1/2008,06:15:00,2.432,0.084,240.850,10.000,0.000,1.000,18.0
1/1/2008,06:16:00,2.442,0.086,241.470,10.000,0.000,1.000,18.0
1/1/2008,06:17:00,2.440,0.084,241.490,10.000,0.000,2.000,17.0
1/1/2008,06:18:00,2.452,0.088,242.140,10.000,0.000,1.000,18.0
1/1/2008,06:19:00,1.468,0.000,242.870,6.200,0.000,0.000,4.0
1/1/2008,06:20:00,1.300,0.000,242.560,5.200,0.000,0.000,0.0
1/1/2008,06:21:00,1.298,0.000,242.370,5.200,0.000,0.000,0.0
1/1/2008,06:22:00,1.298,0.000,242.270,5.200,0.000,0.000,0.0
1/1/2008,06:23:00,1.294,0.000,241.850,5.200,0.000,0.000,0.0
1/1/2008,06:24:00,1.330,0.000,241.370,5.400,0.000,0.000,0.0
1/1/2008,06:25:00,1.458,0.174,240.280,6.000,0.000,0.000,0.0
1/1/2008,06:26:00,1.462,0.206,240.540,6.000,0.000,0.000,0.0
1/1/2008,06:27:00,1.460,0.206,240.440,6.000,0.000,0.000,0.0
1/1/2008,06:28:00,1.466,0.208,241.120,6.000,0.000,0.000,0.0
1/1/2008,06:29:00,1.466,0.208,241.400,6.000,0.000,0.000,0.0
1/1/2008,06:30:00,1.470,0.212,242.030,6.000,0.000,0.000,0.0
1/1/2008,06:31:00,1.466,0.214,242.100,6.000,0.000,0.000,0.0
1/1/2008,06:32:00,1.464,0.212,241.950,6.000,0.000,0.000,0.0
1/1/2008,06:33:00,1.460,0.212,241.950,6.000,0.000,0.000,0.0
1/1/2008,06:34:00,1.398,0.124,241.730,5.800,0.000,0.000,0.0
1/1/2008,06:35:00,1.390,0.108,242.100,5.600,0.000,0.000,0.0
1/1/2008,06:36:00,1.378,0.104,240.970,5.600,0.000,0.000,0.0
1/1/2008,06:37:00,1.374,0.102,240.680,5.600,0.000,0.000,0.0
1/1/2008,06:38:00,1.374,0.102,240.680,5.600,0.000,0.000,0.0
1/1/2008,06:39:00,1.310,0.000,240.420,5.400,0.000,0.000,0.0
1/1/2008,06:40:00,1.284,0.000,241.020,5.200,0.000,0.000,0.0
1/1/2008,06:41:00,1.290,0.000,241.650,5.200,0.000,0.000,0.0
1/1/2008,06:42:00,1.294,0.000,242.150,5.200,0.000,0.000,0.0
1/1/2008,06:43:00,1.298,0.000,242.660,5.200,0.000,0.000,0.0
