Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1/1/2009,00:41:00,0.482,0.062,246.810,2.200,0.000,0.000,0.0
1/1/2009,00:42:00,0.482,0.062,247.360,2.200,0.000,0.000,0.0
1/1/2009,00:43:00,0.482,0.062,246.830,2.200,0.000,0.000,0.0
1/1/2009,00:44:00,0.480,0.064,245.890,2.200,0.000,0.000,0.0
1/1/2009,00:45:00,0.480,0.062,246.100,2.200,0.000,0.000,0.0
1/1/2009,00:46:00,0.480,0.064,246.100,2.200,0.000,0.000,0.0
1/1/2009,00:47:00,0.480,0.064,245.890,2.200,0.000,0.000,0.0
1/1/2009,00:48:00,0.480,0.062,246.500,2.200,0.000,0.000,0.0
1/1/2009,00:49:00,0.480,0.062,245.920,2.200,0.000,0.000,0.0
1/1/2009,00:50:00,0.480,0.064,245.840,2.200,0.000,0.000,0.0
1/1/2009,00:51:00,0.480,0.064,246.040,2.200,0.000,0.000,0.0
1/1/2009,00:52:00,0.480,0.064,245.940,2.200,0.000,0.000,0.0
1/1/2009,00:53:00,0.480,0.064,245.830,2.200,0.000,0.000,0.0
1/1/2009,00:54:00,0.480,0.062,246.010,2.200,0.000,0.000,0.0
1/1/2009,00:55:00,0.482,0.060,246.860,2.200,0.000,0.000,0.0
1/1/2009,00:56:00,0.482,0.062,247.400,2.200,0.000,0.000,0.0
1/1/2009,00:57:00,0.504,0.048,247.410,2.200,0.000,0.000,0.0
1/1/2009,00:58:00,0.592,0.078,246.770,2.600,0.000,0.000,0.0
1/1/2009,00:59:00,0.588,0.078,246.350,2.600,0.000,0.000,0.0
1/1/2009,01:00:00,0.586,0.078,246.220,2.600,0.000,0.000,0.0
1/1/2009,01:01:00,0.588,0.080,246.650,2.600,0.000,0.000,0.0
1/1/2009,01:02:00,0.584,0.078,246.580,2.600,0.000,0.000,0.0
1/1/2009,01:03:00,0.584,0.078,246.770,2.600,0.000,0.000,0.0
1/1/2009,01:04:00,0.584,0.078,246.810,2.600,0.000,0.000,0.0
1/1/2009,01:05:00,0.582,0.076,246.190,2.600,0.000,0.000,0.0
1/1/2009,01:06:00,0.580,0.076,246.300,2.600,0.000,0.000,0.0
1/1/2009,01:07:00,0.578,0.074,245.340,2.600,0.000,0.000,0.0
1/1/2009,01:08:00,0.572,0.070,244.050,2.600,0.000,0.000,0.0
1/1/2009,01:09:00,0.574,0.070,244.690,2.600,0.000,0.000,0.0
1/1/2009,01:10:00,0.652,0.156,244.410,3.000,0.000,0.000,0.0
1/1/2009,01:11:00,0.650,0.176,244.830,2.800,0.000,0.000,0.0
1/1/2009,01:12:00,0.650,0.178,244.970,2.800,0.000,0.000,0.0
1/1/2009,01:13:00,0.650,0.178,245.130,2.800,0.000,0.000,0.0
1/1/2009,01:14:00,0.648,0.180,245.220,2.800,0.000,0.000,0.0
1/1/2009,01:15:00,0.646,0.180,245.400,2.800,0.000,0.000,0.0
1/1/2009,01:16:00,0.644,0.178,244.970,2.800,0.000,0.000,0.0
1/1/2009,01:17:00,0.638,0.172,244.950,2.800,0.000,0.000,0.0
1/1/2009,01:18:00,0.550,0.000,245.600,2.400,0.000,0.000,0.0
1/1/2009,01:19:00,0.548,0.000,244.730,2.400,0.000,0.000,0.0
1/1/2009,01:20:00,0.528,0.000,244.900,2.400,0.000,0.000,0.0
1/1/2009,01:21:00,0.478,0.066,244.730,2.200,0.000,0.000,0.0
1/1/2009,01:22:00,0.478,0.068,244.700,2.200,0.000,0.000,0.0
1/1/2009,01:23:00,0.478,0.066,244.760,2.200,0.000,0.000,0.0
1/1/2009,01:24:00,0.476,0.068,243.710,2.200,0.000,0.000,0.0
1/1/2009,01:25:00,0.474,0.070,242.350,2.200,0.000,0.000,0.0
1/1/2009,01:26:00,0.472,0.072,242.230,2.200,0.000,0.000,0.0
1/1/2009,01:27:00,0.472,0.072,242.160,2.200,0.000,0.000,0.0
1/1/2009,01:28:00,0.472,0.074,242.100,2.200,0.000,0.000,0.0
1/1/2009,01:29:00,0.472,0.072,242.330,2.200,0.000,0.000,0.0
1/1/2009,01:30:00,0.472,0.074,241.930,2.200,0.000,0.000,0.0
1/1/2009,01:31:00,0.472,0.072,242.090,2.200,0.000,0.000,0.0
1/1/2009,01:32:00,0.474,0.070,242.510,2.200,0.000,0.000,0.0
1/1/2009,01:33:00,0.476,0.068,243.520,2.200,0.000,0.000,0.0
1/1/2009,01:34:00,0.474,0.070,243.010,2.200,0.000,0.000,0.0
1/1/2009,01:35:00,0.476,0.070,243.650,2.200,0.000,0.000,0.0
1/1/2009,01:36:00,0.476,0.070,243.900,2.200,0.000,0.000,0.0
1/1/2009,01:37:00,0.476,0.070,243.590,2.200,0.000,0.000,0.0
1/1/2009,01:38:00,0.474,0.070,243.150,2.200,0.000,0.000,0.0
1/1/2009,01:39:00,0.474,0.070,243.340,2.200,0.000,0.000,0.0
1/1/2009,01:40:00,0.476,0.068,243.740,2.200,0.000,0.000,0.0
1/1/2009,01:41:00,0.476,0.068,244.340,2.200,0.000,0.000,0.0
1/1/2009,01:42:00,0.476,0.068,243.910,2.200,0.000,0.000,0.0
1/1/2009,01:43:00,0.476,0.068,243.640,2.200,0.000,0.000,0.0
1/1/2009,01:44:00,0.476,0.068,243.870,2.200,0.000,0.000,0.0
1/1/2009,01:45:00,0.478,0.066,244.570,2.200,0.000,0.000,0.0
1/1/2009,01:46:00,0.478,0.066,244.830,2.200,0.000,0.000,0.0
1/1/2009,01:47:00,0.476,0.068,244.270,2.200,0.000,0.000,0.0
1/1/2009,01:48:00,0.476,0.068,243.790,2.200,0.000,0.000,0.0
1/1/2009,01:49:00,0.476,0.070,243.380,2.200,0.000,0.000,0.0
1/1/2009,01:50:00,0.474,0.072,243.140,2.200,0.000,0.000,0.0
1/1/2009,01:51:00,0.586,0.050,242.850,2.600,0.000,0.000,0.0
1/1/2009,01:52:00,0.582,0.062,242.800,2.600,0.000,0.000,0.0
1/1/2009,01:53:00,0.580,0.062,242.770,2.600,0.000,0.000,0.0
1/1/2009,01:54:00,0.578,0.060,241.970,2.600,0.000,0.000,0.0
1/1/2009,01:55:00,0.606,0.080,241.980,2.800,0.000,0.000,0.0
1/1/2009,01:56:00,0.656,0.172,243.680,3.000,0.000,0.000,0.0
1/1/2009,01:57:00,0.658,0.178,244.870,3.000,0.000,0.000,0.0
1/1/2009,01:58:00,0.656,0.178,244.650,3.000,0.000,0.000,0.0
1/1/2009,01:59:00,0.656,0.180,245.140,2.800,0.000,0.000,0.0
1/1/2009,02:00:00,0.652,0.180,244.880,2.800,0.000,0.000,0.0
1/1/2009,02:01:00,0.650,0.180,244.860,2.800,0.000,0.000,0.0
1/1/2009,02:02:00,0.648,0.180,245.240,2.800,0.000,0.000,0.0
1/1/2009,02:03:00,0.648,0.182,245.590,2.800,0.000,0.000,0.0
1/1/2009,02:04:00,0.722,0.276,245.700,3.400,0.000,0.000,0.0
1/1/2009,02:05:00,0.720,0.296,245.970,3.200,0.000,1.000,0.0
1/1/2009,02:06:00,0.662,0.210,246.640,3.000,0.000,1.000,0.0
1/1/2009,02:07:00,0.662,0.210,246.860,3.000,0.000,2.000,0.0
1/1/2009,02:08:00,0.662,0.208,246.720,3.000,0.000,1.000,0.0
1/1/2009,02:09:00,0.658,0.202,246.650,3.000,0.000,2.000,0.0
1/1/2009,02:10:00,0.566,0.064,246.500,2.400,0.000,1.000,0.0
1/1/2009,02:11:00,0.566,0.064,246.190,2.400,0.000,1.000,0.0
1/1/2009,02:12:00,0.564,0.062,245.900,2.400,0.000,2.000,0.0
1/1/2009,02:13:00,0.566,0.064,246.130,2.400,0.000,1.000,0.0
1/1/2009,02:14:00,0.564,0.062,245.780,2.400,0.000,2.000,0.0
1/1/2009,02:15:00,0.564,0.064,246.120,2.400,0.000,1.000,0.0
1/1/2009,02:16:00,0.566,0.064,246.840,2.400,0.000,2.000,0.0
1/1/2009,02:17:00,0.566,0.064,246.960,2.400,0.000,1.000,0.0
1/1/2009,02:18:00,0.566,0.064,246.780,2.400,0.000,1.000,0.0
1/1/2009,02:19:00,0.564,0.062,246.280,2.400,0.000,2.000,0.0
1/1/2009,02:20:00,0.562,0.060,245.860,2.400,0.000,1.000,0.0
1/1/2009,02:21:00,0.560,0.062,246.170,2.400,0.000,1.000,0.0
1/1/2009,02:22:00,0.560,0.062,246.180,2.400,0.000,2.000,0.0
1/1/2009,02:23:00,0.562,0.064,247.120,2.400,0.000,1.000,0.0
1/1/2009,02:24:00,0.560,0.064,246.520,2.400,0.000,1.000,0.0
1/1/2009,02:25:00,0.560,0.066,247.190,2.400,0.000,2.000,0.0
1/1/2009,02:26:00,0.560,0.066,247.560,2.400,0.000,1.000,0.0
1/1/2009,02:27:00,0.524,0.000,248.320,2.400,0.000,1.000,0.0
1/1/2009,02:28:00,0.486,0.060,248.200,2.200,0.000,0.000,0.0
1/1/2009,02:29:00,0.486,0.058,248.260,2.200,0.000,0.000,0.0
1/1/2009,02:30:00,0.484,0.058,247.260,2.200,0.000,0.000,0.0
1/1/2009,02:31:00,0.482,0.060,246.650,2.200,0.000,0.000,0.0
1/1/2009,02:32:00,0.484,0.060,246.920,2.200,0.000,0.000,0.0
1/1/2009,02:33:00,0.482,0.060,246.300,2.200,0.000,0.000,0.0
1/1/2009,02:34:00,0.482,0.062,245.800,2.200,0.000,0.000,0.0
1/1/2009,02:35:00,0.482,0.062,246.010,2.200,0.000,0.000,0.0
1/1/2009,02:36:00,0.482,0.062,246.000,2.200,0.000,0.000,0.0
1/1/2009,02:37:00,0.482,0.060,246.440,2.200,0.000,0.000,0.0
1/1/2009,02:38:00,0.482,0.060,246.410,2.200,0.000,0.000,0.0
1/1/2009,02:39:00,0.482,0.062,246.620,2.200,0.000,0.000,0.0
1/1/2009,02:40:00,0.482,0.060,246.630,2.200,0.000,0.000,0.0
1/1/2009,02:41:00,0.536,0.000,246.350,2.400,0.000,0.000,0.0
1/1/2009,02:42:00,0.556,0.000,246.080,2.400,0.000,0.000,0.0
1/1/2009,02:43:00,0.558,0.000,246.510,2.400,0.000,0.000,0.0
1/1/2009,02:44:00,0.614,0.098,246.780,2.800,0.000,0.000,0.0
1/1/2009,02:45:00,0.670,0.188,246.270,3.000,0.000,0.000,0.0
1/1/2009,02:46:00,0.664,0.186,246.150,3.000,0.000,0.000,0.0
1/1/2009,02:47:00,0.662,0.188,246.490,3.000,0.000,0.000,0.0
1/1/2009,02:48:00,0.662,0.190,246.890,3.000,0.000,0.000,0.0
1/1/2009,02:49:00,0.658,0.190,246.790,2.800,0.000,0.000,0.0
1/1/2009,02:50:00,0.656,0.188,246.490,2.800,0.000,0.000,0.0
1/1/2009,02:51:00,0.588,0.082,246.590,2.600,0.000,0.000,0.0
1/1/2009,02:52:00,0.584,0.080,246.770,2.600,0.000,0.000,0.0
1/1/2009,02:53:00,0.584,0.080,246.910,2.600,0.000,0.000,0.0
1/1/2009,02:54:00,0.582,0.078,246.320,2.600,0.000,0.000,0.0
1/1/2009,02:55:00,0.580,0.078,246.170,2.600,0.000,0.000,0.0
1/1/2009,02:56:00,0.578,0.076,245.660,2.600,0.000,0.000,0.0
1/1/2009,02:57:00,0.576,0.074,245.060,2.600,0.000,0.000,0.0
1/1/2009,02:58:00,0.576,0.074,245.130,2.600,0.000,0.000,0.0
1/1/2009,02:59:00,0.576,0.076,245.710,2.600,0.000,0.000,0.0
1/1/2009,03:00:00,0.576,0.078,245.870,2.600,0.000,0.000,0.0
1/1/2009,03:01:00,0.578,0.080,246.460,2.600,0.000,0.000,0.0
1/1/2009,03:02:00,0.574,0.078,246.590,2.600,0.000,0.000,0.0
1/1/2009,03:03:00,0.482,0.060,246.160,2.200,0.000,0.000,0.0
1/1/2009,03:04:00,0.482,0.060,246.170,2.200,0.000,0.000,0.0
1/1/2009,03:05:00,0.482,0.060,246.310,2.200,0.000,0.000,0.0
1/1/2009,03:06:00,0.482,0.060,246.190,2.200,0.000,0.000,0.0
1/1/2009,03:07:00,0.482,0.060,245.790,2.200,0.000,0.000,0.0
1/1/2009,03:08:00,0.482,0.060,245.760,2.200,0.000,0.000,0.0
1/1/2009,03:09:00,0.482,0.060,245.680,2.200,0.000,0.000,0.0
1/1/2009,03:10:00,0.480,0.060,245.650,2.200,0.000,0.000,0.0
1/1/2009,03:11:00,0.484,0.058,247.010,2.200,0.000,0.000,0.0
1/1/2009,03:12:00,0.484,0.058,247.700,2.200,0.000,0.000,0.0
1/1/2009,03:13:00,0.486,0.058,248.090,2.200,0.000,0.000,0.0
1/1/2009,03:14:00,0.488,0.056,248.600,2.200,0.000,0.000,0.0
1/1/2009,03:15:00,0.486,0.058,248.060,2.200,0.000,0.000,0.0
1/1/2009,03:16:00,0.484,0.058,247.860,2.200,0.000,0.000,0.0
1/1/2009,03:17:00,0.484,0.058,247.610,2.200,0.000,0.000,0.0
1/1/2009,03:18:00,0.484,0.060,246.950,2.200,0.000,0.000,0.0
1/1/2009,03:19:00,0.484,0.060,246.860,2.200,0.000,0.000,0.0
1/1/2009,03:20:00,0.484,0.062,247.050,2.200,0.000,0.000,0.0
1/1/2009,03:21:00,0.484,0.060,246.890,2.200,0.000,0.000,0.0
1/1/2009,03:22:00,0.482,0.060,246.060,2.200,0.000,0.000,0.0
1/1/2009,03:23:00,0.478,0.064,243.800,2.200,0.000,0.000,0.0
1/1/2009,03:24:00,0.476,0.064,243.580,2.200,0.000,0.000,0.0
1/1/2009,03:25:00,0.478,0.064,244.070,2.200,0.000,0.000,0.0
1/1/2009,03:26:00,0.478,0.066,244.190,2.200,0.000,0.000,0.0
1/1/2009,03:27:00,0.550,0.000,243.750,2.600,0.000,0.000,0.0
1/1/2009,03:28:00,0.552,0.000,244.280,2.400,0.000,0.000,0.0
1/1/2009,03:29:00,0.554,0.000,244.600,2.400,0.000,0.000,0.0
1/1/2009,03:30:00,0.554,0.000,244.240,2.400,0.000,0.000,0.0
1/1/2009,03:31:00,0.552,0.000,243.850,2.400,0.000,0.000,0.0
1/1/2009,03:32:00,0.548,0.000,243.100,2.400,0.000,0.000,0.0
1/1/2009,03:33:00,0.548,0.000,243.270,2.400,0.000,0.000,0.0
1/1/2009,03:34:00,0.548,0.000,243.250,2.400,0.000,0.000,0.0
1/1/2009,03:35:00,0.548,0.000,243.810,2.400,0.000,0.000,0.0
1/1/2009,03:36:00,0.504,0.000,244.400,2.200,0.000,0.000,0.0
1/1/2009,03:37:00,0.478,0.062,244.590,2.200,0.000,0.000,0.0
1/1/2009,03:38:00,0.480,0.062,244.830,2.200,0.000,0.000,0.0
1/1/2009,03:39:00,0.592,0.062,245.200,2.600,0.000,0.000,0.0
1/1/2009,03:40:00,0.590,0.076,245.270,2.600,0.000,0.000,0.0
1/1/2009,03:41:00,0.586,0.074,244.920,2.600,0.000,0.000,0.0
1/1/2009,03:42:00,0.586,0.074,244.730,2.600,0.000,0.000,0.0
1/1/2009,03:43:00,0.584,0.074,244.880,2.600,0.000,0.000,0.0
1/1/2009,03:44:00,0.584,0.074,244.890,2.600,0.000,0.000,0.0
1/1/2009,03:45:00,0.584,0.074,245.170,2.600,0.000,0.000,0.0
1/1/2009,03:46:00,0.580,0.072,244.550,2.600,0.000,0.000,0.0
1/1/2009,03:47:00,0.580,0.074,244.800,2.600,0.000,0.000,0.0
1/1/2009,03:48:00,0.580,0.076,244.900,2.600,0.000,0.000,0.0
1/1/2009,03:49:00,0.580,0.076,245.150,2.600,0.000,0.000,0.0
1/1/2009,03:50:00,0.578,0.074,244.940,2.600,0.000,0.000,0.0
1/1/2009,03:51:00,0.576,0.072,244.560,2.600,0.000,0.000,0.0
1/1/2009,03:52:00,0.572,0.070,243.750,2.600,0.000,0.000,0.0
1/1/2009,03:53:00,0.570,0.070,243.260,2.600,0.000,0.000,0.0
1/1/2009,03:54:00,0.570,0.070,243.070,2.600,0.000,0.000,0.0
1/1/2009,03:55:00,0.572,0.074,244.010,2.600,0.000,0.000,0.0
1/1/2009,03:56:00,0.570,0.074,244.170,2.600,0.000,0.000,0.0
1/1/2009,03:57:00,0.478,0.062,244.690,2.200,0.000,0.000,0.0
1/1/2009,03:58:00,0.478,0.062,244.590,2.200,0.000,0.000,0.0
1/1/2009,03:59:00,0.478,0.062,244.310,2.200,0.000,0.000,0.0
1/1/2009,04:00:00,0.478,0.062,244.700,2.200,0.000,0.000,0.0
1/1/2009,04:01:00,0.480,0.062,244.650,2.200,0.000,0.000,0.0
1/1/2009,04:02:00,0.480,0.062,244.590,2.200,0.000,0.000,0.0
1/1/2009,04:03:00,0.478,0.064,243.650,2.200,0.000,0.000,0.0
1/1/2009,04:04:00,0.478,0.064,244.230,2.200,0.000,0.000,0.0
1/1/2009,04:05:00,0.480,0.062,245.180,2.200,0.000,0.000,0.0
1/1/2009,04:06:00,0.480,0.060,245.210,2.200,0.000,0.000,0.0
1/1/2009,04:07:00,0.480,0.060,245.180,2.200,0.000,0.000,0.0
1/1/2009,04:08:00,0.482,0.060,245.370,2.200,0.000,0.000,0.0
1/1/2009,04:09:00,0.482,0.062,245.250,2.200,0.000,0.000,0.0
1/1/2009,04:10:00,0.482,0.060,245.890,2.200,0.000,0.000,0.0
1/1/2009,04:11:00,0.482,0.060,245.710,2.200,0.000,0.000,0.0
1/1/2009,04:12:00,0.482,0.060,245.770,2.200,0.000,0.000,0.0
1/1/2009,04:13:00,0.552,0.000,246.300,2.400,0.000,0.000,0.0
1/1/2009,04:14:00,0.556,0.048,246.140,2.400,0.000,0.000,0.0
1/1/2009,04:15:00,0.554,0.000,244.700,2.400,0.000,0.000,0.0
1/1/2009,04:16:00,0.554,0.000,244.820,2.400,0.000,0.000,0.0
1/1/2009,04:17:00,0.554,0.000,244.890,2.400,0.000,0.000,0.0
1/1/2009,04:18:00,0.554,0.000,244.830,2.400,0.000,0.000,0.0
1/1/2009,04:19:00,0.552,0.000,244.960,2.400,0.000,0.000,0.0
1/1/2009,04:20:00,0.550,0.000,244.610,2.400,0.000,0.000,0.0
1/1/2009,04:21:00,0.550,0.000,244.660,2.400,0.000,0.000,0.0
1/1/2009,04:22:00,0.500,0.000,244.430,2.200,0.000,0.000,0.0
1/1/2009,04:23:00,0.480,0.062,244.830,2.200,0.000,0.000,0.0
1/1/2009,04:24:00,0.482,0.060,245.470,2.200,0.000,0.000,0.0
1/1/2009,04:25:00,0.482,0.060,245.630,2.200,0.000,0.000,0.0
1/1/2009,04:26:00,0.480,0.060,245.510,2.200,0.000,0.000,0.0
1/1/2009,04:27:00,0.482,0.060,245.600,2.200,0.000,0.000,0.0
1/1/2009,04:28:00,0.480,0.062,245.330,2.200,0.000,0.000,0.0
1/1/2009,04:29:00,0.480,0.060,245.300,2.200,0.000,0.000,0.0
1/1/2009,04:30:00,0.480,0.062,245.420,2.200,0.000,0.000,0.0
1/1/2009,04:31:00,0.480,0.062,245.610,2.200,0.000,0.000,0.0
1/1/2009,04:32:00,0.480,0.062,245.650,2.200,0.000,0.000,0.0
1/1/2009,04:33:00,0.482,0.062,245.830,2.200,0.000,0.000,0.0
1/1/2009,04:34:00,0.602,0.070,244.850,2.600,0.000,0.000,0.0
1/1/2009,04:35:00,0.596,0.074,244.710,2.600,0.000,0.000,0.0
1/1/2009,04:36:00,0.594,0.074,244.980,2.600,0.000,0.000,0.0
1/1/2009,04:37:00,0.592,0.076,244.810,2.600,0.000,0.000,0.0
1/1/2009,04:38:00,0.588,0.076,245.010,2.600,0.000,0.000,0.0
1/1/2009,04:39:00,0.582,0.074,244.380,2.600,0.000,0.000,0.0
1/1/2009,04:40:00,0.580,0.074,244.560,2.600,0.000,0.000,0.0
1/1/2009,04:41:00,0.580,0.076,244.950,2.600,0.000,0.000,0.0
1/1/2009,04:42:00,0.580,0.074,244.840,2.600,0.000,0.000,0.0
1/1/2009,04:43:00,0.578,0.074,244.690,2.600,0.000,0.000,0.0
1/1/2009,04:44:00,0.576,0.072,244.190,2.600,0.000,0.000,0.0
1/1/2009,04:45:00,0.578,0.076,245.020,2.600,0.000,0.000,0.0
1/1/2009,04:46:00,0.576,0.074,244.820,2.600,0.000,0.000,0.0
1/1/2009,04:47:00,0.576,0.076,245.370,2.600,0.000,0.000,0.0
1/1/2009,04:48:00,0.576,0.076,245.440,2.600,0.000,0.000,0.0
1/1/2009,04:49:00,0.576,0.072,244.440,2.600,0.000,0.000,0.0
1/1/2009,04:50:00,0.580,0.072,244.480,2.600,0.000,0.000,0.0
1/1/2009,04:51:00,0.542,0.000,244.470,2.400,0.000,0.000,0.0
1/1/2009,04:52:00,0.484,0.062,244.760,2.200,0.000,0.000,0.0
1/1/2009,04:53:00,0.486,0.062,245.130,2.200,0.000,0.000,0.0
1/1/2009,04:54:00,0.486,0.064,244.600,2.200,0.000,0.000,0.0
1/1/2009,04:55:00,0.486,0.062,244.960,2.200,0.000,0.000,0.0
1/1/2009,04:56:00,0.478,0.062,244.730,2.200,0.000,0.000,0.0
1/1/2009,04:57:00,0.478,0.062,244.610,2.200,0.000,0.000,0.0
1/1/2009,04:58:00,0.478,0.062,244.630,2.200,0.000,0.000,0.0
1/1/2009,04:59:00,0.478,0.062,244.870,2.200,0.000,0.000,0.0
1/1/2009,05:00:00,0.588,0.052,243.970,2.800,0.000,0.000,0.0
1/1/2009,05:01:00,0.634,0.168,244.200,2.800,0.000,1.000,0.0
1/1/2009,05:02:00,0.634,0.164,243.240,2.800,0.000,1.000,0.0
1/1/2009,05:03:00,0.632,0.162,242.960,2.800,0.000,1.000,0.0
1/1/2009,05:04:00,0.638,0.168,243.970,2.800,0.000,2.000,0.0
1/1/2009,05:05:00,0.644,0.170,244.710,2.800,0.000,1.000,0.0
1/1/2009,05:06:00,0.644,0.172,245.370,2.800,0.000,2.000,0.0
1/1/2009,05:07:00,0.642,0.174,245.850,2.800,0.000,1.000,0.0
1/1/2009,05:08:00,0.642,0.176,246.160,2.800,0.000,2.000,0.0
1/1/2009,05:09:00,0.624,0.148,245.630,2.800,0.000,1.000,0.0
1/1/2009,05:10:00,0.570,0.068,246.320,2.400,0.000,1.000,0.0
1/1/2009,05:11:00,0.570,0.066,245.900,2.400,0.000,2.000,0.0
1/1/2009,05:12:00,0.564,0.062,244.870,2.400,0.000,1.000,0.0
1/1/2009,05:13:00,0.558,0.060,244.230,2.400,0.000,2.000,0.0
1/1/2009,05:14:00,0.556,0.058,243.950,2.400,0.000,1.000,0.0
1/1/2009,05:15:00,0.556,0.058,243.980,2.400,0.000,1.000,0.0
1/1/2009,05:16:00,0.556,0.060,244.030,2.400,0.000,2.000,0.0
1/1/2009,05:17:00,0.554,0.060,244.200,2.400,0.000,1.000,0.0
1/1/2009,05:18:00,0.554,0.060,244.070,2.400,0.000,1.000,0.0
1/1/2009,05:19:00,0.556,0.060,244.180,2.400,0.000,2.000,0.0
1/1/2009,05:20:00,0.560,0.060,244.240,2.400,0.000,1.000,0.0
1/1/2009,05:21:00,0.560,0.062,244.550,2.400,0.000,1.000,0.0
1/1/2009,05:22:00,0.560,0.062,244.760,2.400,0.000,1.000,0.0
1/1/2009,05:23:00,0.522,0.000,245.270,2.400,0.000,1.000,0.0
1/1/2009,05:24:00,0.486,0.062,245.190,2.200,0.000,0.000,0.0
1/1/2009,05:25:00,0.484,0.064,244.930,2.200,0.000,0.000,0.0
1/1/2009,05:26:00,0.482,0.062,244.770,2.200,0.000,0.000,0.0
1/1/2009,05:27:00,0.476,0.064,244.350,2.200,0.000,0.000,0.0
1/1/2009,05:28:00,0.476,0.064,244.430,2.200,0.000,0.000,0.0
1/1/2009,05:29:00,0.570,0.000,244.040,2.600,0.000,0.000,0.0
1/1/2009,05:30:00,0.586,0.070,243.780,2.600,0.000,0.000,0.0
1/1/2009,05:31:00,0.582,0.068,243.250,2.600,0.000,0.000,0.0
1/1/2009,05:32:00,0.580,0.070,243.570,2.600,0.000,0.000,0.0
1/1/2009,05:33:00,0.580,0.072,243.830,2.600,0.000,0.000,0.0
1/1/2009,05:34:00,0.584,0.074,244.540,2.600,0.000,0.000,0.0
1/1/2009,05:35:00,0.590,0.080,245.950,2.600,0.000,0.000,0.0
1/1/2009,05:36:00,0.590,0.082,246.510,2.600,0.000,0.000,0.0
1/1/2009,05:37:00,0.588,0.078,245.790,2.600,0.000,0.000,0.0
1/1/2009,05:38:00,0.586,0.078,245.580,2.600,0.000,0.000,0.0
1/1/2009,05:39:00,0.586,0.078,245.650,2.600,0.000,0.000,0.0
1/1/2009,05:40:00,0.582,0.076,245.340,2.600,0.000,0.000,0.0
1/1/2009,05:41:00,0.584,0.078,245.920,2.600,0.000,0.000,0.0
1/1/2009,05:42:00,0.580,0.078,246.050,2.600,0.000,0.000,0.0
1/1/2009,05:43:00,0.576,0.078,246.140,2.600,0.000,0.000,0.0
1/1/2009,05:44:00,0.574,0.076,245.630,2.600,0.000,0.000,0.0
1/1/2009,05:45:00,0.572,0.074,244.900,2.600,0.000,0.000,0.0
1/1/2009,05:46:00,0.558,0.056,244.650,2.400,0.000,0.000,0.0
1/1/2009,05:47:00,0.476,0.062,244.820,2.200,0.000,0.000,0.0
1/1/2009,05:48:00,0.520,0.000,244.630,2.400,0.000,0.000,0.0
1/1/2009,05:49:00,0.552,0.000,243.260,2.400,0.000,0.000,0.0
1/1/2009,05:50:00,0.556,0.000,243.630,2.400,0.000,0.000,0.0
1/1/2009,05:51:00,0.556,0.000,244.070,2.400,0.000,0.000,0.0
1/1/2009,05:52:00,0.556,0.000,243.900,2.400,0.000,0.000,0.0
1/1/2009,05:53:00,0.554,0.000,243.350,2.400,0.000,0.000,0.0
1/1/2009,05:54:00,0.554,0.000,243.440,2.400,0.000,0.000,0.0
1/1/2009,05:55:00,0.554,0.000,243.790,2.400,0.000,0.000,0.0
1/1/2009,05:56:00,0.550,0.000,243.620,2.400,0.000,0.000,0.0
1/1/2009,05:57:00,0.550,0.000,243.230,2.400,0.000,0.000,0.0
1/1/2009,05:58:00,0.492,0.050,243.550,2.200,0.000,0.000,0.0
1/1/2009,05:59:00,0.480,0.066,243.130,2.200,0.000,0.000,0.0
1/1/2009,06:00:00,0.478,0.066,242.630,2.200,0.000,0.000,0.0
1/1/2009,06:01:00,0.480,0.066,243.300,2.200,0.000,0.000,0.0
1/1/2009,06:02:00,0.482,0.064,244.250,2.200,0.000,0.000,0.0
1/1/2009,06:03:00,0.482,0.064,244.090,2.200,0.000,0.000,0.0
