Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
21/11/2010,14:41:00,0.252,0.000,246.010,1.200,0.000,0.000,0.0
21/11/2010,14:42:00,0.314,0.058,246.140,1.200,0.000,0.000,0.0
21/11/2010,14:43:00,0.308,0.058,246.060,1.200,0.000,0.000,0.0
21/11/2010,14:44:00,0.308,0.062,247.190,1.200,0.000,0.000,0.0
21/11/2010,14:45:00,0.306,0.062,246.870,1.200,0.000,0.000,0.0
21/11/2010,14:46:00,0.304,0.060,246.270,1.200,0.000,0.000,0.0
21/11/2010,14:47:00,0.304,0.058,246.180,1.200,0.000,0.000,0.0
21/11/2010,14:48:00,0.302,0.056,245.720,1.200,0.000,0.000,0.0
21/11/2010,14:49:00,0.306,0.058,245.660,1.200,0.000,0.000,0.0
21/11/2010,14:50:00,0.250,0.000,245.350,1.000,0.000,0.000,0.0
21/11/2010,14:51:00,0.232,0.052,245.160,1.000,0.000,0.000,0.0
21/11/2010,14:52:00,0.232,0.054,244.120,1.000,0.000,0.000,0.0
21/11/2010,14:53:00,0.232,0.052,244.600,1.000,0.000,0.000,0.0
21/11/2010,14:54:00,0.226,0.052,245.140,1.000,0.000,0.000,0.0
21/11/2010,14:55:00,0.226,0.050,245.460,1.000,0.000,0.000,0.0
21/11/2010,14:56:00,0.244,0.000,245.640,1.200,0.000,0.000,0.0
21/11/2010,14:57:00,0.340,0.090,246.080,1.400,0.000,0.000,0.0
21/11/2010,14:58:00,0.336,0.086,245.130,1.400,0.000,0.000,0.0
21/11/2010,14:59:00,0.332,0.084,244.800,1.400,0.000,0.000,0.0
21/11/2010,15:00:00,0.330,0.086,244.930,1.400,0.000,0.000,0.0
21/11/2010,15:01:00,0.330,0.088,245.190,1.400,0.000,0.000,0.0
21/11/2010,15:02:00,0.330,0.088,245.640,1.400,0.000,0.000,0.0
21/11/2010,15:03:00,0.328,0.088,245.290,1.400,0.000,0.000,0.0
21/11/2010,15:04:00,0.332,0.092,245.940,1.400,0.000,0.000,0.0
21/11/2010,15:05:00,0.332,0.090,245.610,1.400,0.000,0.000,0.0
21/11/2010,15:06:00,0.328,0.082,244.000,1.400,0.000,0.000,0.0
21/11/2010,15:07:00,0.330,0.086,245.020,1.400,0.000,0.000,0.0
21/11/2010,15:08:00,0.328,0.082,244.090,1.400,0.000,0.000,0.0
21/11/2010,15:09:00,0.326,0.082,243.980,1.400,0.000,0.000,0.0
21/11/2010,15:10:00,0.302,0.058,243.930,1.200,0.000,0.000,0.0
21/11/2010,15:11:00,0.224,0.054,244.130,1.000,0.000,0.000,0.0
21/11/2010,15:12:00,0.224,0.054,244.350,1.000,0.000,0.000,0.0
21/11/2010,15:13:00,0.224,0.056,243.580,1.000,0.000,0.000,0.0
21/11/2010,15:14:00,0.224,0.056,243.820,1.000,0.000,0.000,0.0
21/11/2010,15:15:00,0.224,0.054,244.310,1.000,0.000,0.000,0.0
21/11/2010,15:16:00,0.224,0.054,244.500,1.000,0.000,0.000,0.0
21/11/2010,15:17:00,0.224,0.054,244.150,1.000,0.000,0.000,0.0
21/11/2010,15:18:00,0.222,0.056,243.350,1.000,0.000,0.000,0.0
21/11/2010,15:19:00,0.280,0.000,242.510,1.400,0.000,0.000,0.0
21/11/2010,15:20:00,0.308,0.050,243.280,1.200,0.000,0.000,0.0
21/11/2010,15:21:00,0.308,0.050,243.660,1.200,0.000,0.000,0.0
21/11/2010,15:22:00,0.308,0.052,244.060,1.200,0.000,0.000,0.0
21/11/2010,15:23:00,0.304,0.054,245.300,1.200,0.000,0.000,0.0
21/11/2010,15:24:00,0.300,0.050,243.780,1.200,0.000,0.000,0.0
21/11/2010,15:25:00,0.298,0.048,243.330,1.200,0.000,0.000,0.0
21/11/2010,15:26:00,0.296,0.048,243.560,1.200,0.000,0.000,0.0
21/11/2010,15:27:00,0.290,0.000,243.000,1.200,0.000,0.000,0.0
21/11/2010,15:28:00,0.222,0.058,242.560,1.000,0.000,0.000,0.0
21/11/2010,15:29:00,0.220,0.060,241.580,1.000,0.000,0.000,0.0
21/11/2010,15:30:00,0.218,0.064,240.140,1.000,0.000,0.000,0.0
21/11/2010,15:31:00,0.276,0.000,240.480,1.200,0.000,0.000,0.0
21/11/2010,15:32:00,0.330,0.070,240.990,1.400,0.000,0.000,0.0
21/11/2010,15:33:00,0.328,0.072,241.520,1.400,0.000,0.000,0.0
21/11/2010,15:34:00,0.330,0.070,240.790,1.400,0.000,0.000,0.0
21/11/2010,15:35:00,0.330,0.070,241.170,1.400,0.000,0.000,0.0
21/11/2010,15:36:00,0.328,0.072,241.620,1.400,0.000,0.000,0.0
21/11/2010,15:37:00,0.318,0.068,240.430,1.400,0.000,0.000,0.0
21/11/2010,15:38:00,0.318,0.072,241.320,1.400,0.000,0.000,0.0
21/11/2010,15:39:00,0.318,0.072,241.620,1.400,0.000,0.000,0.0
21/11/2010,15:40:00,0.316,0.070,241.060,1.400,0.000,0.000,0.0
21/11/2010,15:41:00,0.318,0.074,241.770,1.400,0.000,0.000,0.0
21/11/2010,15:42:00,0.320,0.080,243.470,1.400,0.000,0.000,0.0
21/11/2010,15:43:00,0.318,0.078,243.010,1.400,0.000,0.000,0.0
21/11/2010,15:44:00,0.318,0.078,242.800,1.400,0.000,0.000,0.0
21/11/2010,15:45:00,0.268,0.000,242.490,1.200,0.000,0.000,0.0
21/11/2010,15:46:00,0.222,0.058,242.810,1.000,0.000,0.000,0.0
21/11/2010,15:47:00,0.244,0.046,243.250,1.200,0.000,0.000,0.0
21/11/2010,15:48:00,0.306,0.066,242.810,1.200,0.000,1.000,0.0
21/11/2010,15:49:00,0.308,0.068,243.430,1.200,0.000,1.000,0.0
21/11/2010,15:50:00,0.304,0.064,242.590,1.200,0.000,1.000,0.0
21/11/2010,15:51:00,0.306,0.066,243.340,1.200,0.000,2.000,0.0
21/11/2010,15:52:00,0.306,0.066,242.960,1.200,0.000,1.000,0.0
21/11/2010,15:53:00,0.306,0.064,242.490,1.200,0.000,2.000,0.0
21/11/2010,15:54:00,0.306,0.066,242.970,1.200,0.000,1.000,0.0
21/11/2010,15:55:00,0.306,0.064,241.970,1.200,0.000,1.000,0.0
21/11/2010,15:56:00,0.304,0.060,241.080,1.200,0.000,2.000,0.0
21/11/2010,15:57:00,0.384,0.148,242.140,1.800,0.000,1.000,0.0
21/11/2010,15:58:00,0.382,0.172,242.850,1.600,0.000,2.000,0.0
21/11/2010,15:59:00,0.384,0.172,243.000,1.600,0.000,1.000,0.0
21/11/2010,16:00:00,0.380,0.168,242.250,1.600,0.000,2.000,0.0
21/11/2010,16:01:00,0.380,0.166,241.670,1.600,0.000,1.000,0.0
21/11/2010,16:02:00,0.378,0.168,242.040,1.600,0.000,1.000,0.0
21/11/2010,16:03:00,0.378,0.170,242.460,1.600,0.000,2.000,0.0
21/11/2010,16:04:00,0.382,0.170,242.350,1.600,0.000,1.000,0.0
21/11/2010,16:05:00,0.350,0.124,242.940,1.600,0.000,2.000,0.0
21/11/2010,16:06:00,0.414,0.184,242.180,1.800,0.000,1.000,0.0
21/11/2010,16:07:00,0.406,0.190,240.440,1.800,0.000,1.000,0.0
21/11/2010,16:08:00,0.402,0.190,240.480,1.800,0.000,2.000,0.0
21/11/2010,16:09:00,0.398,0.188,240.070,1.800,0.000,1.000,0.0
21/11/2010,16:10:00,0.396,0.190,240.520,1.800,0.000,1.000,0.0
21/11/2010,16:11:00,0.396,0.190,240.490,1.800,0.000,2.000,0.0
21/11/2010,16:12:00,0.394,0.192,240.840,1.800,0.000,1.000,0.0
21/11/2010,16:13:00,0.394,0.196,241.640,1.800,0.000,1.000,0.0
21/11/2010,16:14:00,0.392,0.196,241.640,1.800,0.000,1.000,0.0
21/11/2010,16:15:00,0.390,0.194,241.310,1.800,0.000,2.000,0.0
21/11/2010,16:16:00,0.388,0.194,241.080,1.800,0.000,1.000,0.0
21/11/2010,16:17:00,0.388,0.192,240.800,1.800,0.000,1.000,0.0
21/11/2010,16:18:00,0.386,0.190,240.620,1.800,0.000,1.000,0.0
21/11/2010,16:19:00,0.388,0.190,242.170,1.800,0.000,2.000,0.0
21/11/2010,16:20:00,0.302,0.066,242.600,1.200,0.000,1.000,0.0
21/11/2010,16:21:00,0.302,0.068,242.960,1.200,0.000,1.000,0.0
21/11/2010,16:22:00,0.300,0.066,242.300,1.200,0.000,1.000,0.0
21/11/2010,16:23:00,0.300,0.064,242.130,1.200,0.000,2.000,0.0
21/11/2010,16:24:00,0.296,0.064,242.250,1.200,0.000,1.000,0.0
21/11/2010,16:25:00,0.294,0.064,242.350,1.200,0.000,1.000,0.0
21/11/2010,16:26:00,0.292,0.064,242.190,1.200,0.000,1.000,0.0
21/11/2010,16:27:00,0.292,0.062,241.540,1.200,0.000,1.000,0.0
21/11/2010,16:28:00,0.290,0.062,241.290,1.200,0.000,2.000,0.0
21/11/2010,16:29:00,0.290,0.058,240.930,1.200,0.000,1.000,0.0
21/11/2010,16:30:00,0.290,0.056,240.220,1.200,0.000,1.000,0.0
21/11/2010,16:31:00,0.290,0.058,240.740,1.200,0.000,1.000,0.0
21/11/2010,16:32:00,0.288,0.056,240.030,1.200,0.000,1.000,0.0
21/11/2010,16:33:00,0.284,0.052,238.490,1.200,0.000,2.000,0.0
21/11/2010,16:34:00,0.290,0.050,237.760,1.200,0.000,1.000,0.0
21/11/2010,16:35:00,0.384,0.154,238.560,1.800,0.000,1.000,0.0
21/11/2010,16:36:00,0.368,0.152,238.380,1.600,0.000,1.000,0.0
21/11/2010,16:37:00,0.370,0.154,239.190,1.600,0.000,1.000,0.0
21/11/2010,16:38:00,0.368,0.154,238.790,1.600,0.000,1.000,0.0
21/11/2010,16:39:00,0.368,0.156,239.490,1.600,0.000,2.000,0.0
21/11/2010,16:40:00,0.396,0.180,240.610,1.800,0.000,1.000,0.0
21/11/2010,16:41:00,0.474,0.290,239.740,2.200,0.000,1.000,0.0
21/11/2010,16:42:00,0.468,0.288,240.050,2.200,0.000,1.000,0.0
21/11/2010,16:43:00,0.390,0.188,239.790,1.800,0.000,1.000,0.0
21/11/2010,16:44:00,0.390,0.188,239.850,1.800,0.000,2.000,0.0
21/11/2010,16:45:00,0.388,0.190,240.270,1.800,0.000,1.000,0.0
21/11/2010,16:46:00,0.388,0.190,240.520,1.800,0.000,1.000,0.0
21/11/2010,16:47:00,0.386,0.188,240.160,1.800,0.000,1.000,0.0
21/11/2010,16:48:00,0.384,0.186,240.020,1.800,0.000,1.000,0.0
21/11/2010,16:49:00,0.386,0.182,239.400,1.800,0.000,1.000,0.0
21/11/2010,16:50:00,0.386,0.178,238.400,1.800,0.000,2.000,0.0
21/11/2010,16:51:00,0.386,0.182,239.180,1.800,0.000,1.000,0.0
21/11/2010,16:52:00,0.386,0.184,239.520,1.800,0.000,1.000,0.0
21/11/2010,16:53:00,0.388,0.188,240.430,1.800,0.000,1.000,0.0
21/11/2010,16:54:00,0.324,0.094,239.390,1.400,0.000,1.000,0.0
21/11/2010,16:55:00,0.222,0.066,238.260,1.000,0.000,0.000,0.0
21/11/2010,16:56:00,0.220,0.066,238.150,1.000,0.000,0.000,0.0
21/11/2010,16:57:00,0.220,0.068,237.650,1.000,0.000,0.000,0.0
21/11/2010,16:58:00,0.216,0.068,237.910,1.000,0.000,0.000,0.0
21/11/2010,16:59:00,0.214,0.066,238.210,1.000,0.000,0.000,0.0
21/11/2010,17:00:00,0.214,0.068,237.660,1.000,0.000,0.000,0.0
21/11/2010,17:01:00,0.212,0.068,237.260,1.000,0.000,0.000,0.0
21/11/2010,17:02:00,0.212,0.068,237.360,1.000,0.000,0.000,0.0
21/11/2010,17:03:00,0.212,0.068,237.150,1.000,0.000,0.000,0.0
21/11/2010,17:04:00,0.216,0.070,236.220,1.000,0.000,0.000,0.0
21/11/2010,17:05:00,0.218,0.070,235.970,1.000,0.000,0.000,0.0
21/11/2010,17:06:00,0.216,0.070,235.630,1.000,0.000,0.000,0.0
21/11/2010,17:07:00,0.216,0.070,235.030,1.000,0.000,0.000,0.0
21/11/2010,17:08:00,0.212,0.072,233.990,1.000,0.000,0.000,0.0
21/11/2010,17:09:00,0.210,0.074,233.420,1.000,0.000,0.000,0.0
21/11/2010,17:10:00,0.212,0.074,233.900,1.000,0.000,0.000,0.0
21/11/2010,17:11:00,0.212,0.072,234.460,1.000,0.000,0.000,0.0
21/11/2010,17:12:00,0.286,0.000,235.980,1.400,0.000,0.000,0.0
21/11/2010,17:13:00,0.298,0.000,236.360,1.200,0.000,0.000,0.0
21/11/2010,17:14:00,0.294,0.000,236.490,1.200,0.000,0.000,0.0
21/11/2010,17:15:00,0.360,0.092,236.810,1.600,0.000,0.000,0.0
21/11/2010,17:16:00,0.400,0.154,236.490,1.800,0.000,0.000,0.0
21/11/2010,17:17:00,0.394,0.154,236.510,1.800,0.000,0.000,0.0
21/11/2010,17:18:00,0.392,0.154,236.440,1.800,0.000,0.000,0.0
21/11/2010,17:19:00,0.394,0.154,236.320,1.800,0.000,0.000,0.0
21/11/2010,17:20:00,0.346,0.088,235.410,1.400,0.000,0.000,0.0
21/11/2010,17:21:00,0.320,0.052,235.300,1.400,0.000,0.000,0.0
21/11/2010,17:22:00,0.316,0.052,234.830,1.400,0.000,0.000,0.0
21/11/2010,17:23:00,0.310,0.048,233.970,1.400,0.000,0.000,0.0
21/11/2010,17:24:00,0.308,0.048,234.120,1.200,0.000,0.000,0.0
21/11/2010,17:25:00,0.308,0.048,234.200,1.200,0.000,0.000,0.0
21/11/2010,17:26:00,0.308,0.048,234.380,1.200,0.000,0.000,0.0
21/11/2010,17:27:00,0.310,0.046,233.430,1.400,0.000,0.000,0.0
21/11/2010,17:28:00,0.306,0.046,233.830,1.200,0.000,0.000,0.0
21/11/2010,17:29:00,0.232,0.048,235.160,1.000,0.000,0.000,0.0
21/11/2010,17:30:00,0.216,0.070,236.470,1.000,0.000,0.000,0.0
21/11/2010,17:31:00,0.214,0.070,235.850,1.000,0.000,0.000,0.0
21/11/2010,17:32:00,0.214,0.072,235.480,1.000,0.000,0.000,0.0
21/11/2010,17:33:00,0.772,0.078,234.430,4.000,0.000,0.000,7.0
21/11/2010,17:34:00,1.278,0.084,234.160,5.400,0.000,0.000,17.0
21/11/2010,17:35:00,1.270,0.082,234.520,5.400,0.000,0.000,18.0
21/11/2010,17:36:00,1.260,0.082,234.830,5.400,0.000,0.000,17.0
21/11/2010,17:37:00,1.264,0.080,235.950,5.200,0.000,0.000,17.0
21/11/2010,17:38:00,1.258,0.080,235.830,5.200,0.000,0.000,17.0
21/11/2010,17:39:00,1.248,0.082,235.240,5.200,0.000,0.000,18.0
21/11/2010,17:40:00,1.238,0.084,234.890,5.200,0.000,0.000,17.0
21/11/2010,17:41:00,1.234,0.084,234.630,5.200,0.000,0.000,17.0
21/11/2010,17:42:00,1.224,0.086,233.650,5.200,0.000,0.000,16.0
21/11/2010,17:43:00,1.216,0.086,232.760,5.200,0.000,0.000,17.0
21/11/2010,17:44:00,1.216,0.086,232.770,5.200,0.000,0.000,17.0
21/11/2010,17:45:00,1.210,0.086,232.300,5.200,0.000,0.000,16.0
21/11/2010,17:46:00,1.218,0.086,233.140,5.200,0.000,0.000,17.0
21/11/2010,17:47:00,1.214,0.086,232.820,5.200,0.000,0.000,17.0
21/11/2010,17:48:00,1.208,0.086,232.150,5.200,0.000,0.000,16.0
21/11/2010,17:49:00,1.260,0.050,232.410,5.400,0.000,0.000,17.0
21/11/2010,17:50:00,1.394,0.112,232.480,6.000,0.000,0.000,16.0
21/11/2010,17:51:00,1.394,0.128,232.020,6.000,0.000,0.000,17.0
21/11/2010,17:52:00,1.386,0.126,231.650,6.000,0.000,0.000,16.0
21/11/2010,17:53:00,1.384,0.126,231.780,6.000,0.000,0.000,17.0
21/11/2010,17:54:00,1.386,0.128,232.210,6.000,0.000,0.000,16.0
21/11/2010,17:55:00,1.382,0.130,232.660,5.800,0.000,0.000,17.0
21/11/2010,17:56:00,1.390,0.134,233.780,5.800,0.000,0.000,17.0
21/11/2010,17:57:00,1.384,0.118,234.640,5.800,0.000,0.000,17.0
21/11/2010,17:58:00,1.332,0.000,235.170,5.600,0.000,0.000,17.0
21/11/2010,17:59:00,1.328,0.000,234.900,5.600,0.000,0.000,17.0
21/11/2010,18:00:00,1.328,0.000,235.060,5.600,0.000,0.000,17.0
21/11/2010,18:01:00,1.324,0.000,234.660,5.600,0.000,0.000,16.0
21/11/2010,18:02:00,1.320,0.000,234.240,5.600,0.000,0.000,17.0
21/11/2010,18:03:00,1.324,0.000,234.590,5.600,0.000,0.000,17.0
21/11/2010,18:04:00,1.240,0.082,234.930,5.200,0.000,0.000,17.0
21/11/2010,18:05:00,1.238,0.082,234.600,5.200,0.000,0.000,17.0
21/11/2010,18:06:00,1.236,0.082,234.460,5.200,0.000,0.000,17.0
21/11/2010,18:07:00,1.226,0.082,233.380,5.200,0.000,0.000,17.0
21/11/2010,18:08:00,1.228,0.084,233.640,5.200,0.000,0.000,16.0
21/11/2010,18:09:00,1.240,0.082,234.930,5.200,0.000,0.000,17.0
21/11/2010,18:10:00,1.244,0.082,235.720,5.200,0.000,0.000,17.0
21/11/2010,18:11:00,0.672,0.074,236.800,3.600,0.000,0.000,9.0
21/11/2010,18:12:00,0.216,0.070,236.220,1.000,0.000,0.000,0.0
21/11/2010,18:13:00,0.216,0.068,236.480,1.000,0.000,0.000,0.0
21/11/2010,18:14:00,0.216,0.068,236.480,1.000,0.000,0.000,0.0
21/11/2010,18:15:00,0.216,0.068,237.110,1.000,0.000,0.000,0.0
21/11/2010,18:16:00,0.216,0.068,236.670,1.000,0.000,0.000,0.0
21/11/2010,18:17:00,0.218,0.066,237.560,1.000,0.000,0.000,0.0
21/11/2010,18:18:00,0.218,0.066,237.320,1.000,0.000,0.000,0.0
21/11/2010,18:19:00,0.220,0.068,236.180,1.000,0.000,0.000,0.0
21/11/2010,18:20:00,0.222,0.068,236.810,1.000,0.000,0.000,0.0
21/11/2010,18:21:00,0.224,0.068,237.110,1.000,0.000,0.000,0.0
21/11/2010,18:22:00,0.222,0.068,236.390,1.000,0.000,0.000,0.0
21/11/2010,18:23:00,0.220,0.070,235.980,1.000,0.000,0.000,0.0
21/11/2010,18:24:00,0.240,0.054,235.420,1.200,0.000,0.000,0.0
21/11/2010,18:25:00,0.324,0.052,235.610,1.400,0.000,0.000,0.0
21/11/2010,18:26:00,0.322,0.052,235.600,1.400,0.000,0.000,0.0
21/11/2010,18:27:00,0.402,0.138,235.280,1.800,0.000,0.000,0.0
21/11/2010,18:28:00,0.390,0.144,234.000,1.800,0.000,0.000,0.0
21/11/2010,18:29:00,0.386,0.140,232.810,1.800,0.000,0.000,0.0
21/11/2010,18:30:00,0.386,0.142,233.480,1.800,0.000,0.000,0.0
21/11/2010,18:31:00,0.386,0.148,234.980,1.800,0.000,0.000,0.0
21/11/2010,18:32:00,0.386,0.152,236.120,1.800,0.000,0.000,0.0
21/11/2010,18:33:00,0.384,0.152,235.930,1.600,0.000,0.000,0.0
21/11/2010,18:34:00,0.386,0.150,235.490,1.800,0.000,0.000,0.0
21/11/2010,18:35:00,0.336,0.080,234.620,1.400,0.000,0.000,0.0
21/11/2010,18:36:00,0.312,0.050,234.430,1.400,0.000,0.000,0.0
21/11/2010,18:37:00,0.308,0.050,234.700,1.200,0.000,0.000,0.0
21/11/2010,18:38:00,0.274,0.000,235.500,1.200,0.000,0.000,0.0
21/11/2010,18:39:00,0.214,0.072,234.830,1.000,0.000,0.000,0.0
21/11/2010,18:40:00,0.214,0.070,235.670,1.000,0.000,0.000,0.0
21/11/2010,18:41:00,0.212,0.072,234.820,1.000,0.000,0.000,0.0
21/11/2010,18:42:00,0.214,0.070,235.420,1.000,0.000,0.000,0.0
21/11/2010,18:43:00,0.214,0.070,235.800,1.000,0.000,0.000,0.0
21/11/2010,18:44:00,0.214,0.072,234.610,1.000,0.000,0.000,0.0
21/11/2010,18:45:00,0.214,0.072,234.820,1.000,0.000,0.000,0.0
21/11/2010,18:46:00,0.214,0.072,234.960,1.000,0.000,0.000,0.0
21/11/2010,18:47:00,0.214,0.072,234.900,1.000,0.000,0.000,0.0
21/11/2010,18:48:00,0.214,0.072,234.890,1.000,0.000,0.000,0.0
21/11/2010,18:49:00,0.214,0.070,235.350,1.000,0.000,0.000,0.0
21/11/2010,18:50:00,0.214,0.070,235.720,1.000,0.000,0.000,0.0
21/11/2010,18:51:00,0.216,0.068,236.410,1.000,0.000,0.000,0.0
21/11/2010,18:52:00,0.214,0.070,235.660,1.000,0.000,0.000,0.0
21/11/2010,18:53:00,0.214,0.070,235.610,1.000,0.000,0.000,0.0
21/11/2010,18:54:00,0.214,0.072,234.750,1.000,0.000,0.000,0.0
21/11/2010,18:55:00,0.214,0.070,235.310,1.000,0.000,0.000,0.0
21/11/2010,18:56:00,0.214,0.070,235.350,1.000,0.000,0.000,0.0
21/11/2010,18:57:00,0.214,0.070,235.520,1.000,0.000,0.000,0.0
21/11/2010,18:58:00,0.216,0.068,236.340,1.000,0.000,0.000,0.0
21/11/2010,18:59:00,0.320,0.000,236.510,1.400,0.000,0.000,0.0
21/11/2010,19:00:00,0.324,0.056,236.180,1.400,0.000,0.000,0.0
21/11/2010,19:01:00,0.322,0.056,236.510,1.400,0.000,0.000,0.0
21/11/2010,19:02:00,0.318,0.052,235.270,1.400,0.000,0.000,0.0
21/11/2010,19:03:00,0.316,0.052,235.040,1.400,0.000,0.000,0.0
21/11/2010,19:04:00,0.366,0.094,235.730,1.800,0.000,0.000,0.0
21/11/2010,19:05:00,0.398,0.154,236.260,1.800,0.000,0.000,0.0
21/11/2010,19:06:00,0.394,0.150,235.500,1.800,0.000,0.000,0.0
21/11/2010,19:07:00,0.386,0.150,235.360,1.800,0.000,0.000,0.0
21/11/2010,19:08:00,0.384,0.148,234.900,1.800,0.000,0.000,0.0
21/11/2010,19:09:00,0.380,0.144,233.960,1.600,0.000,0.000,0.0
21/11/2010,19:10:00,0.380,0.146,234.150,1.600,0.000,0.000,0.0
21/11/2010,19:11:00,0.376,0.144,233.710,1.600,0.000,0.000,0.0
21/11/2010,19:12:00,0.340,0.098,233.810,1.600,0.000,0.000,0.0
21/11/2010,19:13:00,0.212,0.072,233.930,1.000,0.000,0.000,0.0
21/11/2010,19:14:00,0.212,0.072,234.300,1.000,0.000,0.000,0.0
21/11/2010,19:15:00,0.212,0.072,233.960,1.000,0.000,0.000,0.0
21/11/2010,19:16:00,0.214,0.070,235.180,1.000,0.000,0.000,0.0
21/11/2010,19:17:00,0.214,0.070,234.640,1.000,0.000,0.000,0.0
21/11/2010,19:18:00,0.214,0.072,234.450,1.000,0.000,0.000,0.0
21/11/2010,19:19:00,0.218,0.072,233.980,1.000,0.000,0.000,0.0
21/11/2010,19:20:00,0.220,0.072,233.930,1.000,0.000,0.000,0.0
21/11/2010,19:21:00,0.220,0.070,235.090,1.000,0.000,0.000,0.0
21/11/2010,19:22:00,0.220,0.070,234.630,1.000,0.000,0.000,0.0
21/11/2010,19:23:00,0.222,0.070,236.000,1.000,0.000,0.000,0.0
21/11/2010,19:24:00,0.218,0.068,237.320,1.000,0.000,0.000,0.0
21/11/2010,19:25:00,0.216,0.070,236.570,1.000,0.000,0.000,0.0
21/11/2010,19:26:00,0.214,0.072,235.190,1.000,0.000,0.000,0.0
21/11/2010,19:27:00,0.214,0.070,235.720,1.000,0.000,0.000,0.0
21/11/2010,19:28:00,0.216,0.070,236.230,1.000,0.000,0.000,0.0
21/11/2010,19:29:00,0.214,0.072,235.410,1.000,0.000,0.000,0.0
21/11/2010,19:30:00,0.212,0.072,234.040,1.000,0.000,0.000,0.0
21/11/2010,19:31:00,0.212,0.072,234.230,1.000,0.000,0.000,0.0
21/11/2010,19:32:00,0.212,0.072,234.500,1.000,0.000,0.000,0.0
21/11/2010,19:33:00,0.252,0.000,236.320,1.200,0.000,0.000,0.0
21/11/2010,19:34:00,0.330,0.054,235.490,1.400,0.000,0.000,0.0
21/11/2010,19:35:00,0.330,0.058,236.840,1.400,0.000,0.000,0.0
21/11/2010,19:36:00,0.328,0.056,236.220,1.400,0.000,0.000,0.0
21/11/2010,19:37:00,0.322,0.052,234.670,1.400,0.000,0.000,0.0
21/11/2010,19:38:00,0.320,0.050,234.490,1.400,0.000,0.000,0.0
21/11/2010,19:39:00,0.320,0.052,235.040,1.400,0.000,0.000,0.0
21/11/2010,19:40:00,0.320,0.052,235.260,1.400,0.000,0.000,0.0
21/11/2010,19:41:00,0.320,0.058,237.050,1.400,0.000,0.000,0.0
21/11/2010,19:42:00,0.352,0.080,235.780,1.600,0.000,0.000,0.0
21/11/2010,19:43:00,0.388,0.152,236.210,1.800,0.000,0.000,0.0
21/11/2010,19:44:00,0.390,0.160,237.850,1.800,0.000,0.000,0.0
21/11/2010,19:45:00,0.388,0.160,237.740,1.800,0.000,0.000,0.0
21/11/2010,19:46:00,0.388,0.158,237.390,1.800,0.000,0.000,0.0
21/11/2010,19:47:00,0.326,0.074,236.850,1.400,0.000,0.000,0.0
21/11/2010,19:48:00,0.292,0.000,236.970,1.200,0.000,0.000,0.0
21/11/2010,19:49:00,0.296,0.000,237.670,1.200,0.000,0.000,0.0
21/11/2010,19:50:00,0.342,0.076,237.420,1.600,0.000,0.000,0.0
21/11/2010,19:51:00,0.304,0.046,236.580,1.200,0.000,1.000,0.0
21/11/2010,19:52:00,0.304,0.000,234.680,1.200,0.000,2.000,0.0
21/11/2010,19:53:00,0.302,0.000,235.440,1.200,0.000,1.000,0.0
21/11/2010,19:54:00,0.302,0.000,235.240,1.200,0.000,1.000,0.0
21/11/2010,19:55:00,0.304,0.000,235.680,1.200,0.000,2.000,0.0
21/11/2010,19:56:00,0.306,0.046,236.590,1.200,0.000,1.000,0.0
21/11/2010,19:57:00,0.308,0.052,238.440,1.200,0.000,2.000,0.0
21/11/2010,19:58:00,0.306,0.048,237.460,1.200,0.000,1.000,0.0
21/11/2010,19:59:00,0.298,0.000,236.270,1.200,0.000,1.000,0.0
21/11/2010,20:00:00,0.298,0.000,234.900,1.200,0.000,2.000,0.0
21/11/2010,20:01:00,0.298,0.000,235.900,1.200,0.000,1.000,0.0
21/11/2010,20:02:00,0.300,0.046,237.220,1.200,0.000,2.000,0.0
21/11/2010,20:03:00,0.300,0.046,236.910,1.200,0.000,1.000,0.0
